Step,Avg_Energy,Alive_Nodes,Dead_Nodes,EDF_Noise,Mode,PSR(%),Avg_Retries,Dominant_DR,Active_Model
0,1000.00,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
1,1000.00,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
2,1000.00,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
3,1000.00,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
4,1000.00,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
5,1000.00,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
6,1000.00,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
7,1000.00,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
8,1000.00,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
8,1000.00,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
9,1000.00,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
10,998.24,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
11,996.47,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
12,994.71,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
13,992.94,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
14,991.18,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
15,989.41,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
16,987.65,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
17,985.89,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
18,984.12,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
19,982.36,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
20,980.59,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
21,978.83,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
22,977.06,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
23,975.30,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
24,973.54,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
25,971.77,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
26,970.01,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
27,968.24,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
28,966.48,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
29,964.71,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
30,962.95,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
31,961.19,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
32,959.42,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
33,957.66,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
34,955.89,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
35,954.13,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
36,952.36,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
37,950.60,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
38,948.84,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
39,947.07,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
40,945.31,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
41,943.54,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
42,941.78,50,0,0,GREEDY,100.00,0.00,medium,wsn_dqn_E1000_T200_20260508_130104.pth
