Step,Avg_Energy,Alive_Nodes,Dead_Nodes,EDF_Noise,Mode,PSR(%),Avg_Retries,Dominant_DR,Active_Model
1,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
1,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
2,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
3,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
4,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
5,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
6,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
7,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
8,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
9,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
10,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
11,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
12,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
13,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
14,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
15,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
16,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
17,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
18,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
19,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
20,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
21,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
22,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
23,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
24,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
25,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
26,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
27,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
28,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
29,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
30,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
31,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
32,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
33,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
34,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
35,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
36,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T200_20260508_130104.pth
