episode,reward_mean,reward_sma,avg_qos,drops,retries,edf
0,266.18670055339555,266.18670055339555,0.8684132644957775,90,1165,0.2852142919229748
1,289.23947011524024,277.7130853343179,0.8800563691617792,82,1050,0.21959818254342153
2,296.07953657927874,283.83523574930484,0.8801785437560528,82,1016,0.17959754525911098
3,291.98188115197365,285.87189709997205,0.8703554727430591,89,1037,0.04680559213273095
4,279.5982494388579,284.6171675677492,0.8616967204749888,95,1099,0.04679835610086079
5,314.8596255687868,289.6575772345888,0.8763925302813984,85,923,0.017425083650459836
6,263.7923856956516,285.9625498718835,0.864172430047024,93,1177,0.2598528437324805
7,271.0995255220549,284.1046718281549,0.8629092632642111,94,1141,0.18033450352296262
8,269.64725545655887,282.49829223131087,0.8642623200796672,93,1148,0.21242177333881365
9,263.26484713827057,280.57494772200687,0.8431958546667936,108,1181,0.006175348288740734
10,270.8208228360446,281.0383599502718,0.8685037262283167,90,1142,0.29097295564859826
11,286.596497916741,280.77406273042186,0.8799613588627184,82,1063,0.2497327922401265
12,266.7986556260399,277.845974635098,0.8488192156456895,104,1163,0.06370173320348284
13,319.749179056326,280.62270442553324,0.891888946114656,74,898,0.05454749016213018
14,295.3417291057794,282.1970523922254,0.8759707363827297,85,1020,0.055021352956030146
15,285.20370484483567,279.23146031983026,0.863240975797376,94,1071,0.09127267288786131
16,294.7181460889554,282.32403635916063,0.8745669274252511,86,1023,0.15742692948967135
17,255.3874278519648,280.75282659215156,0.8401973582698576,110,1220,0.12958350559263473
18,317.350219014057,285.52312294790147,0.8890097139614832,76,910,0.08736874205941257
19,290.2271542225176,288.2193536563261,0.8785934239024992,83,1045,0.18355586841671384
20,293.6202235884295,290.4992937315646,0.8661746731113519,92,1029,0.04184815819561255
21,270.2100077082655,288.86064471071705,0.8517128157278512,102,1146,0.08764339456056544
22,288.5650439365198,291.0372835417651,0.8716951519510928,88,1054,0.1099085529881075
23,290.71721854290513,288.134087490423,0.8730828324265616,87,1043,0.13682099526511077
24,296.1632085894093,288.21623543878593,0.8885548960770095,76,1015,0.23555278841790406
25,266.18818288575926,286.31468324287835,0.8488046545255424,104,1166,0.05990213464750792
26,306.9308207266095,287.53595070664375,0.8831858415946432,80,962,0.15427033152408348
27,255.89949325778497,287.5871572472258,0.8514073102030304,102,1217,0.17772437065861274
28,315.40089407453394,287.39222475327347,0.8791313136464897,83,920,0.013935123815999317
29,295.2852358325092,287.8980329142726,0.8759343838724128,85,1020,0.1822634555704315
30,252.2154087059827,283.75755142602793,0.8387594698469296,111,1236,0.051157237106187456
31,318.6188845417211,288.59843910937354,0.8806096496373648,82,904,0.019515477895583853
32,273.2273923921648,287.06467395493803,0.8685302222654911,90,1130,0.28466566117599995
33,250.82574776237954,283.0755268768854,0.8555201091599328,99,1242,0.2896896099223678
34,306.22087945726787,284.0812939636713,0.8929799848911536,73,965,0.24251920443493832
35,296.80540422495585,287.14301609759093,0.8690171685700719,90,1013,0.0913841307520112
36,322.20769031077975,288.67070305600794,0.8905487209374334,75,886,0.029301634201915158
37,277.02494610595454,290.78324834082497,0.8742174870185968,86,1111,0.20526990795364705
38,292.7122713484258,288.5143860682141,0.8759356327863328,85,1033,0.13204574812188039
39,294.62678180061124,288.4485406650243,0.8647598563857359,93,1024,0.036611470453433645
40,293.74489700430314,292.60148949485637,0.8688732003936047,90,1028,0.14855307303338106
41,263.68092379338896,287.1076934200231,0.8389859341525776,111,1179,0.010316556334565519
42,239.56415013994717,283.7413691948014,0.8496510519272223,103,1298,0.2727961206236346
43,282.3917242254967,286.8979668411131,0.863164496084976,94,1085,0.07763399448000508
44,247.64654407506265,281.0405333028926,0.8554612293436703,99,1258,0.19875668530619459
45,312.16627360332797,282.57662024072977,0.8847712500324656,79,936,0.09351332282682329
46,279.95783599077043,278.3516348087289,0.8630903837505344,94,1097,0.15602040635334324
47,300.33009230230164,280.6821494283636,0.8803147683614768,82,995,0.16401308380298388
48,294.2283655497496,280.8337588484959,0.8647759195771696,93,1026,0.05545633665765811
49,266.6182937147819,278.032910039913,0.8670545435935249,91,1163,0.29087538832936755
50,268.04069867184324,275.462490206667,0.8656180320275104,92,1156,0.23253984700833435
51,268.96774959659626,275.99117278698776,0.8754754070944623,85,1151,0.28184968246925673
52,276.39610334384474,279.6743681073775,0.8784259679030192,83,1114,0.26844820512829465
53,242.92210928450777,275.7274066132786,0.8371196604857744,112,1282,0.17936999364332554
54,270.78369319955345,278.0411215257277,0.8712561106963679,88,1142,0.27656227050693505
55,312.135539685243,278.03804813391923,0.8832452961411537,80,936,0.02654775061557585
56,317.37558482108744,281.7798230169509,0.8819708005161311,81,910,0.058794858725743554
