step,reward_mean,episode_length,Avg_QoS,Drops,Retries,EDF,lifetime
1000,-91.6615668671332,1000,0.92685279821672,1,11,0.2006,0.92685279821672
2000,-100.0,1000,0.279743989872,1,10,0.18,0.279743989872
3000,-117.44537991114066,1000,0.931166542168,1,25,0.1936,0.931166542168
4000,-74.84842114947944,1000,0.9754028374539871,1,15,0.0181,0.9754028374539871
5000,-98.0007680004096,1000,0.7596586631541333,1,10,0.11,0.7596586631541333
6000,-98.0025600015104,1000,0.7590613294538665,1,10,0.1147,0.7590613294538665
7000,-98.6529527880282,1000,0.7589919961541334,1,11,0.2409,0.7589919961541334
8000,-113.34040939322804,1000,0.8941119967597714,1,16,0.1141,0.8941119967597714
9000,-98.0040960024576,1000,0.7585493291381334,1,10,0.0106,0.7585493291381334
10000,-100.0,1000,0.279743989872,1,10,0.2356,0.279743989872
11000,-99.65539529840834,1000,0.6378479937216,1,11,0.1026,0.6378479937216
12000,-100.39011730523,1000,0.7565493279381332,1,13,0.2655,0.7565493279381332
13000,-98.0010240005632,1000,0.7595733297696,1,10,0.1382,0.7595733297696
14000,-96.0048640028672,1000,0.85497599740096,1,10,0.1128,0.85497599740096
15000,-145.14991479982098,1000,0.9317687247634908,1,19,0.0038,0.9317687247634908
16000,-99.0020480012288,1000,0.6388479943216,1,10,0.1231,0.6388479943216
17000,-86.6715508734052,1000,0.9505695983110934,1,11,0.1838,0.9505695983110934
18000,-100.0,1000,0.279743989872,1,10,0.1362,0.279743989872
19000,-92.66102730165952,1000,0.9188959982435556,1,11,0.1088,0.9188959982435556
20000,-100.0,1000,0.279743989872,1,10,0.2021,0.279743989872
21000,-97.65590729866432,1000,0.8187959967967999,1,11,0.0999,0.8187959967967999
22000,-93.66137125101096,1000,0.9422227669851078,1,18,0.2131,0.9422227669851078
23000,-100.0,1000,0.279743989872,1,10,0.1793,0.279743989872
24000,-94.6593527930714,1000,0.8957965690598858,1,11,0.2058,0.8957965690598858
25000,-100.0,1000,0.279743989872,1,10,0.1363,0.279743989872
26000,-96.38936970648346,1000,0.8951885689134859,1,13,0.0768,0.8951885689134859
27000,-97.0028160016384,1000,0.8192319970583999,1,10,0.083,0.8192319970583999
28000,-98.039133001487,1000,0.8779839972283999,1,14,0.2882,0.8779839972283999
29000,-99.0020480012288,1000,0.6388479943216,1,10,0.0971,0.6388479943216
30000,-97.6569588632676,1000,0.8182839965082,1,11,0.0749,0.8182839965082
31000,-98.11412057254394,1000,0.92592479783024,1,15,0.2123,0.92592479783024
32000,-94.3128937258696,1000,0.9084439978574,1,12,0.17,0.9084439978574
33000,-83.87163153736306,1000,0.9670295637324522,1,17,0.2127,0.9670295637324522
34000,-97.31335059832708,1000,0.8538175967007999,1,12,0.0744,0.8538175967007999
35000,-98.46014378853177,1000,0.918115552855111,1,14,0.1603,0.918115552855111
36000,-99.05367253264414,1000,0.9499231981754668,1,17,0.0632,0.9499231981754668
