step,reward_mean,episode_length,Avg_QoS,Drops,Retries,EDF,lifetime
1000,-100.0,1000,0.279743989872,1,10,0.2914,0.279743989872
2000,-128.59061808678237,1000,0.8524831947648,1,17,0.2509,0.8524831947648
3000,-100.0,1000,0.279743989872,1,10,0.2548,0.279743989872
4000,-106.43637299564314,1000,0.92492479690736,1,20,0.1233,0.92492479690736
5000,-97.6554228623204,1000,0.8186679967449999,1,11,0.2849,0.8186679967449999
6000,-98.45487764542612,1000,0.9461039979235428,1,21,0.2967,0.9461039979235428
7000,-98.0010240005632,1000,0.7595733297696,1,10,0.1542,0.7595733297696
8000,-93.6547447901034,1000,0.9093979982984,1,11,0.1568,0.9093979982984
9000,-98.0025600015104,1000,0.7590613294538665,1,10,0.0989,0.7590613294538665
10000,-100.0,1000,0.279743989872,1,10,0.0446,0.279743989872
11000,-100.72985084170548,1000,0.637743993872,1,12,0.251,0.637743993872
12000,-88.32592217232553,1000,0.9468228552110286,1,12,0.0358,0.9468228552110286
13000,-111.30178641215556,1000,0.931768724727127,1,19,0.0551,0.931768724727127
14000,-100.0,1000,0.279743989872,1,10,0.0592,0.279743989872
15000,-96.3118697253064,1000,0.8780959972370668,1,12,0.223,0.8780959972370668
16000,-98.6544887889754,1000,0.7584799958384,1,11,0.0968,0.7584799958384
17000,-186.6630448727053,1000,0.85178559585184,1,19,0.2016,0.85178559585184
18000,-96.66000330114754,1000,0.8542175969407999,1,11,0.0386,0.8542175969407999
19000,-95.96214502056594,1000,0.8956639977346287,1,13,0.1446,0.8956639977346287
20000,-98.65744329963714,1000,0.7578826620714668,1,11,0.1776,0.7578826620714668
21000,-93.0079360046592,1000,0.9089759981516,1,10,0.0483,0.9089759981516
22000,-100.0,1000,0.279743989872,1,10,0.2789,0.279743989872
23000,-92.05014817095268,1000,0.9383306648102,1,14,0.218,0.9383306648102
24000,-99.73010684183348,1000,0.7584106625386667,1,12,0.0764,0.7584106625386667
25000,-97.6538868613732,1000,0.8190519969818,1,11,0.0766,0.8190519969818
26000,-95.0056320033024,1000,0.8790186644282666,1,10,0.0415,0.8790186644282666
27000,-127.71996049630714,1000,0.9365786638847334,1,24,0.2038,0.9365786638847334
28000,-108.8546164309325,1000,0.96156799752664,1,26,0.2584,0.96156799752664
29000,-98.0023040013568,1000,0.7591466628383999,1,10,0.2401,0.7591466628383999
30000,-95.61509781262414,1000,0.9083599975348,1,14,0.2988,0.9083599975348
31000,-116.33247338721202,1000,0.8166799958336,1,16,0.0309,0.8166799958336
32000,-99.0020480012288,1000,0.6388479943216,1,10,0.0065,0.6388479943216
33000,-105.45195177903736,1000,0.6356159925952,1,14,0.1128,0.6356159925952
34000,-102.70458452590036,1000,0.9375999975392,1,18,0.1624,0.9375999975392
35000,-100.0,1000,0.279743989872,1,10,0.2331,0.279743989872
36000,-89.78604333223868,1000,0.9531939983199,1,16,0.1845,0.9531939983199
37000,-98.20093545547196,1000,0.9074439972824,1,16,0.2838,0.9074439972824
38000,-88.91570065211357,1000,0.9581813315764,1,16,0.0833,0.9581813315764
39000,-90.97389346366828,1000,0.9382413312635336,1,13,0.0872,0.9382413312635336
40000,-114.98917627503272,1000,0.8767279961688,1,17,0.269,0.8767279961688
41000,-99.0005120002816,1000,0.6396159947952,1,10,0.255,0.6396159947952
42000,-96.655934862602,1000,0.8548319973396798,1,11,0.0976,0.8548319973396798
43000,-100.0,1000,0.279743989872,1,10,0.2223,0.279743989872
44000,-95.12010031002347,1000,0.92620639799432,1,15,0.1886,0.92620639799432
