episode,reward_mean,reward_sma,avg_qos,drops,retries,edf
0,785.2032305935703,785.2032305935703,0.8650565492835595,277,3562,0.2852142919229748
1,883.4242677823264,834.3137491879484,0.8876109338445497,230,3071,0.21959818254342153
2,829.7258508668344,832.7844497475771,0.8639442222868005,280,3341,0.17959754525911098
3,941.516494749449,859.967460998045,0.8852215593302544,236,2783,0.04680559213273095
4,920.0311545753717,871.9801997135104,0.8752710747717808,257,2891,0.04679835610086079
5,882.4503431969108,873.7252236274104,0.8675532261505183,273,3079,0.017425083650459836
6,816.091764598995,865.4918723376368,0.8690086986079995,269,3408,0.2598528437324805
7,860.2284757207581,864.8339477605269,0.8720559545106732,263,3188,0.18033450352296262
8,883.5781065891198,866.916632074815,0.8811156605604341,244,3071,0.21242177333881365
9,831.4820479177337,863.3731736591069,0.8550955935978326,299,3334,0.006175348288740734
10,823.1154697811942,867.1643975778694,0.8750800188544613,256,3372,0.29097295564859826
11,820.4270444792026,860.864675247557,0.8722791014360528,262,3386,0.2497327922401265
12,873.7986896128228,865.2719591221557,0.864222740235952,280,3122,0.06370173320348284
13,921.1193272926001,863.2322423764708,0.8799460820350551,247,2885,0.05454749016213018
14,835.4136121221276,854.7704881311465,0.8588646377963732,291,3314,0.055021352956030146
15,882.0519802673002,854.7306518381854,0.872677887933832,262,3080,0.09127267288786131
16,808.5296329501464,853.9744386733006,0.8605567017278873,287,3447,0.15742692948967135
17,806.6863738295025,848.6202284841751,0.8540105464051605,301,3457,0.12958350559263473
18,936.9585504993395,853.9582728751969,0.8819276413100033,243,2806,0.08736874205941257
19,830.4779481707325,853.8578629004967,0.8658006928200992,276,3337,0.18355586841671384
20,880.5632225216403,859.6026381745414,0.8698832657304928,268,3088,0.04184815819561255
21,877.0893454801443,865.2688682746357,0.8722178236745327,263,3105,0.08764339456056544
22,858.4635035118785,863.7353496645412,0.8674066779575387,273,3198,0.1099085529881075
23,835.4542037724551,855.1688373125268,0.8630852571842155,282,3313,0.13682099526511077
24,793.3970956287579,850.9671856631898,0.8585483900674096,291,3522,0.23555278841790406
25,892.1916952726439,851.9811571637241,0.8699324391340262,268,3030,0.05990213464750792
26,890.3098218181156,860.159176050521,0.8778733661293985,251,3038,0.15427033152408348
27,805.430476462497,860.0335863138205,0.8609545556164985,286,3462,0.17772437065861274
28,895.2448940702435,855.8622206709109,0.871850165986238,264,3015,0.013935123815999317
29,838.6840480437157,856.6828306582092,0.8663157126837316,275,3296,0.1822634555704315
30,860.6550524932833,854.6920136553733,0.8632500473060855,282,3188,0.051157237106187456
31,915.0322823690393,858.486307344263,0.8747732944038235,258,2916,0.019515477895583853
32,816.658564606203,854.3058134536954,0.8755139150288112,255,3404,0.28466566117599995
33,773.7493624110023,848.1353293175501,0.8649930088890624,277,3619,0.2896896099223678
34,818.3068871353809,850.6263084682125,0.8666417357392474,274,3397,0.24251920443493832
35,903.3460292236949,851.7417418633174,0.874251309436665,259,2974,0.0913841307520112
36,910.259787405501,853.7367384220561,0.871943852281991,264,2940,0.029301634201915158
37,849.019511541293,858.0956419299357,0.8705940886412624,266,3244,0.20526990795364705
38,843.710768679098,852.9422293908212,0.8663558703973626,275,3271,0.13204574812188039
39,872.6667180776366,856.3404963942132,0.8632960856851392,282,3128,0.036611470453433645
40,882.1607355282194,858.4910646977069,0.8740613025293675,259,3079,0.14855307303338106
41,904.3129816360098,857.4191346244039,0.868636503108088,271,2970,0.010316556334565519
42,799.6109522432208,855.7143733881055,0.8665247321764091,274,3490,0.2727961206236346
43,866.1259723114581,864.9520343781512,0.864619795518103,279,3160,0.07763399448000508
