episode,reward_mean,reward_sma,avg_qos,drops,retries,edf
0,-95.80297232694495,-95.80297232694495,0.95302999788455,1,20,0.07378646087422476
1,-92.73745873683875,-94.27021553189185,0.9268319973366399,1,12,0.060057271982651726
2,-96.65551278953859,-95.0653146177741,0.8548831973903999,1,11,0.2697875975261595
3,-99.0020480012288,-96.04949796363778,0.6388479943216,1,10,0.09311322295362215
4,-98.0007680004096,-96.43975197099215,0.7596586631541333,1,10,0.10579366778624626
5,-100.28539958465329,-97.08069323993567,0.9461119978046859,1,18,0.15984491822888505
6,-99.0020480012288,-97.35517249154897,0.6388479943216,1,10,0.2313970936055268
7,-99.000256000128,-97.56080793012134,0.6397439948720001,1,10,0.24349890015894765
8,-105.10439256678394,-98.39898400086163,0.7563253280207999,1,15,0.19139896036787724
9,-128.29327856271104,-101.38841345704658,0.9548912919356705,1,26,0.18119268221494828
10,-97.0012800006912,-101.50824422442119,0.8196159972952,1,10,0.13730445143510941
11,-97.65795529991874,-102.0002938807292,0.8182839964832,1,11,0.12079862296400558
12,-90.66921930662593,-101.40166453243793,0.9328974526568726,1,11,0.18742415005253296
13,-99.52082972740932,-101.45354270505598,0.8537247966502399,1,13,0.2663984358937338
14,-92.62240432186708,-100.91570633720173,0.9327941798927999,1,14,0.1849544217329256
15,-100.0,-100.8871663787364,0.279743989872,1,10,0.03855510514545263
16,-102.57037676277663,-101.24399925489118,0.9172604418428444,1,19,0.24687282200947444
17,-94.6600308650596,-100.80997674138436,0.8957234263201144,1,11,0.2210631442239609
18,-98.0040960024576,-100.09994708495171,0.7585493291381334,1,10,0.2842754916414507
19,-95.30692957661957,-96.80131218634257,0.8961691408868571,1,12,0.21749998075623364
20,-91.96235244004237,-96.29741943027769,0.9334647256813817,1,13,0.009871509090113017
21,-101.76735037859322,-96.70835893814514,0.8940754250235429,1,16,0.2621000487037002
22,-95.0087040051968,-97.14230740800221,0.8785066641125333,1,10,0.03823468916401387
23,-141.70010840426204,-101.36023527568749,0.9517609976492001,1,29,0.1582733369163465
24,-99.0005120002816,-101.99804604352894,0.6396159947952,1,10,0.27147310492784715
25,-98.000512000256,-101.79809724355455,0.7597439965386666,1,10,0.12817569389508984
26,-100.0,-101.54105956727687,0.279743989872,1,10,0.02894766038298908
27,-99.0005120002816,-101.97510768079908,0.6396159947952,1,10,0.19336156257317885
28,-100.0,-102.17469808055333,0.279743989872,1,10,0.2396216243764812
29,-97.0012800006912,-102.34413312296047,0.8196159972952,1,10,0.045358198174451005
30,-89.18623715713126,-102.06652159466937,0.95307599816415,1,14,0.1716583709078448
31,-100.0,-101.88978655681004,0.279743989872,1,10,0.24694496331842922
32,-98.0025600015104,-102.1891721564414,0.7590613294538665,1,10,0.11120987057063299
33,-98.0010240005632,-97.81926371607153,0.7595733297696,1,10,0.012581625236240368
34,-100.0,-97.91921251604337,0.279743989872,1,10,0.1458998529112055
35,-98.0025600015104,-97.9194173161688,0.7590613294538665,1,10,0.09872645198249198
36,-85.62952374779586,-96.48236969094839,0.9584604428621333,1,14,0.23625710873403197
37,-96.30991165129579,-96.2133096560498,0.8783946641038667,1,12,0.21760248380807892
38,-97.6554228623204,-95.97885194228185,0.8186679967449999,1,11,0.12260368185134025
39,-98.31130259709828,-96.10985420192256,0.8177839961832001,1,12,0.19196323075807534
40,-91.03123552991732,-96.29435403920118,0.9653112710758546,1,23,0.21841526374657852
41,-97.77663628391402,-96.07201766759258,0.9071239971339999,1,16,0.23543900881183794
42,-99.16719739473002,-96.18848140691452,0.8777279971038667,1,14,0.29433979784624853
43,-90.13093160028035,-95.40147216688625,0.9502581315562133,1,15,0.16430687862667182
44,-92.0117760069888,-94.60264976758512,0.9186631092092443,1,10,0.1465397979176654
45,-94.65960879322499,-94.26835464675659,0.8957599974338285,1,11,0.07723207298920948
46,-99.0005120002816,-95.60545347200517,0.6396159947952,1,10,0.18280492955571587
47,-99.11188304272025,-95.88565061114761,0.9177795532263998,1,15,0.12173126258069683
48,-99.0005120002816,-96.02015952494374,0.6396159947952,1,10,0.12963634877347985
49,-85.83695626856883,-94.77272489209078,0.96234799841064,1,15,0.11910912573378638
50,-100.0,-95.66960133909905,0.279743989872,1,10,0.2987569182710029
51,-93.0128000076544,-95.19321771147308,0.9083679977772,1,10,0.0031242639260335102
52,-99.30488157549317,-95.20698612954939,0.7584106625386667,1,12,0.17501433805243818
53,-97.0061440036864,-95.89450736989001,0.8183999965463999,1,10,0.16222592248932438
