step,reward_mean,episode_length,Avg_QoS,Drops,Retries,EDF,lifetime
200,-100.0,200,0.279743989872,1,10,0.1837,0.279743989872
400,-98.0025600015104,200,0.7590613294538665,1,10,0.0026,0.7590613294538665
600,-100.0,200,0.279743989872,1,10,0.0723,0.279743989872
800,-99.51587053486722,200,0.85346879661152,1,13,0.2328,0.85346879661152
1000,-104.06270741995472,200,0.8935908537193143,1,20,0.1856,0.8935908537193143
1200,-98.6533748610916,200,0.7589066627362667,1,11,0.0546,0.7589066627362667
1400,-100.0,200,0.279743989872,1,10,0.0555,0.279743989872
1600,-98.0007680004096,200,0.7596586631541333,1,10,0.1855,0.7596586631541333
1800,-99.17369258821932,200,0.8776853303116,1,14,0.2676,0.8776853303116
2000,-90.6648948682084,200,0.9331999982810908,1,11,0.046,0.9331999982810908
2200,-98.0023040013568,200,0.7591466628383999,1,10,0.2416,0.7591466628383999
2400,-89.0161280110848,200,0.9386346648754664,1,10,0.0265,0.9386346648754664
2600,-99.0020480012288,200,0.6388479943216,1,10,0.2625,0.6388479943216
2800,-97.003072001792,200,0.8191679970200001,1,10,0.0286,0.8191679970200001
3000,-98.81967156902772,200,0.8950194259621714,1,15,0.2415,0.8950194259621714
3200,-97.73933000956086,200,0.8538175967007999,1,12,0.252,0.8538175967007999
3400,-100.0,200,0.279743989872,1,10,0.082,0.279743989872
3600,-100.0,200,0.279743989872,1,10,0.297,0.279743989872
3800,-98.51305453310084,200,0.8783599974706666,1,13,0.0092,0.8783599974706666
4000,-97.65795529991874,200,0.8182839964832,1,11,0.1152,0.8182839964832
4200,-148.8707337589978,200,0.9544602328130352,1,28,0.239,0.9544602328130352
4400,-102.52313304485578,200,0.9490410643466664,1,24,0.1948,0.9490410643466664
4600,-98.16885670944652,200,0.8950857116982858,1,14,0.2258,0.8950857116982858
4800,-97.0028160016384,200,0.8192319970583999,1,10,0.2435,0.8192319970583999
5000,-99.0005120002816,200,0.6396159947952,1,10,0.0335,0.6396159947952
5200,-100.0,200,0.279743989872,1,10,0.1797,0.279743989872
5400,-99.0020480012288,200,0.6388479943216,1,10,0.2914,0.6388479943216
5600,-79.07176969302114,200,0.969487357937792,1,14,0.1418,0.969487357937792
5800,-99.0020480012288,200,0.6388479943216,1,10,0.012,0.6388479943216
6000,-97.0028160016384,200,0.8192319970583999,1,10,0.1469,0.8192319970583999
6200,-100.0,200,0.279743989872,1,10,0.1398,0.279743989872
6400,-76.98837453310321,200,0.970855998551046,1,13,0.0643,0.970855998551046
6600,-100.0,200,0.279743989872,1,10,0.2902,0.279743989872
6800,-98.6549108620388,200,0.7583946624205332,1,11,0.1837,0.7583946624205332
7000,-91.32114809651972,200,0.9327389069045818,1,12,0.2671,0.9327389069045818
7200,-100.0,200,0.279743989872,1,10,0.1051,0.279743989872
7400,-93.3549122549888,200,0.9380613313554,1,16,0.1231,0.9380613313554
7600,-99.8987405541959,200,0.8945508542916573,1,16,0.2833,0.8945508542916573
7800,-91.96744488452536,200,0.9330923613314908,1,13,0.282,0.9330923613314908
8000,-100.0,200,0.279743989872,1,10,0.2122,0.279743989872
8200,-95.0102400073728,200,0.8782506637498666,1,10,0.0074,0.8782506637498666
8400,-98.0025600015104,200,0.7590613294538665,1,10,0.0093,0.7590613294538665
8600,-96.73566672583554,200,0.8783519973949333,1,12,0.0084,0.8783519973949333
8800,-98.6544887889754,200,0.7584799958384,1,11,0.041,0.7584799958384
9000,-98.0040960024576,200,0.7585493291381334,1,10,0.0154,0.7585493291381334
9200,-86.71468019570003,200,0.9580079981763112,1,15,0.058,0.9580079981763112
9400,-98.6549108620388,200,0.7583946624205332,1,11,0.1866,0.7583946624205332
9600,-97.0025600016128,200,0.8192959970647999,1,10,0.001,0.8192959970647999
9800,-99.0020480012288,200,0.6388479943216,1,10,0.0663,0.6388479943216
10000,-95.39602935346916,200,0.96161519801664,1,19,0.2952,0.96161519801664
10200,-99.0005120002816,200,0.6396159947952,1,10,0.1622,0.6396159947952
10400,-100.0,200,0.279743989872,1,10,0.0779,0.279743989872
10600,-98.0010240005632,200,0.7595733297696,1,10,0.0535,0.7595733297696
10800,-101.16463739321962,200,0.8172319960334,1,14,0.1506,0.8172319960334
11000,-95.0084480050432,200,0.8785493308048,1,10,0.0505,0.8785493308048
11200,-98.0023040013568,200,0.7591466628383999,1,10,0.0806,0.7591466628383999
11400,-93.0079360046592,200,0.9089759981164,1,10,0.0249,0.9089759981164
11600,-97.003072001792,200,0.8191679970200001,1,10,0.091,0.8191679970200001
11800,-98.0040960024576,200,0.7585493291381334,1,10,0.1823,0.7585493291381334
12000,-100.0,200,0.279743989872,1,10,0.2766,0.279743989872
12200,-98.65744329963714,200,0.7578826620714668,1,11,0.217,0.7578826620714668
12400,-96.6572148633956,200,0.85457599718096,1,11,0.1054,0.85457599718096
12600,-99.0020480012288,200,0.6388479943216,1,10,0.0541,0.6388479943216
12800,-93.74723582140994,200,0.9713161462444444,1,22,0.1849,0.9713161462444444
13000,-97.73361872460674,200,0.8544319971196799,1,12,0.1566,0.8544319971196799
13200,-92.660798866698,200,0.9188106647335998,1,11,0.2366,0.9188106647335998
13400,-97.31081816072872,200,0.85412479691024,1,12,0.2884,0.85412479691024
13600,-98.48948308846674,200,0.9578479978248446,1,19,0.0402,0.9578479978248446
13800,-99.46687684988392,200,0.8534271965516801,1,14,0.1874,0.8534271965516801
14000,-98.6533748610916,200,0.7589066627362667,1,11,0.1457,0.7589066627362667
14200,-94.0076800048128,200,0.8960091407227428,1,10,0.0698,0.8960091407227428
14400,-96.00332800192,200,0.8552831975904001,1,10,0.026,0.8552831975904001
14600,-99.000256000128,200,0.6397439948720001,1,10,0.2783,0.6397439948720001
14800,-113.9877301766226,200,0.8945211400774856,1,17,0.1211,0.8945211400774856
15000,-98.0010240005632,200,0.7595733297696,1,10,0.0982,0.7595733297696
