step,reward_mean,episode_length,Avg_QoS,Drops,Retries,EDF,lifetime
500,508.7379581783108,500,0.8632547189184736,187,2448,0.2852,0.8632547189184736
1000,506.36402251913626,500,0.8611312319872488,190,2460,0.2619,0.8611312319872488
1500,581.5406253824866,500,0.867480259163372,182,2086,0.0749,0.867480259163372
2000,572.5940352265732,500,0.8730063373557864,174,2130,0.1715,0.8730063373557864
2500,563.5699369514593,500,0.8588936022441784,194,2176,0.0805,0.8588936022441784
3000,518.2210743118309,500,0.8640456485503688,186,2401,0.233,0.8640456485503688
3500,624.3560398054966,500,0.8797847077939728,165,1872,0.0219,0.8797847077939728
4000,601.6970016853253,500,0.876734387821808,169,1985,0.0724,0.876734387821808
4500,611.610869145169,500,0.8747833321616512,172,1936,0.0119,0.8747833321616512
5000,627.710562694476,500,0.8826069318812584,161,1855,0.086,0.8826069318812584
5500,579.0487909769917,500,0.8786324035783576,166,2097,0.2187,0.8786324035783576
6000,581.2877672384786,500,0.89126971313824,148,2085,0.2881,0.89126971313824
6500,569.3951603259457,500,0.8778402421675559,167,2145,0.2543,0.8778402421675559
7000,612.6276368521824,500,0.8991964206593609,137,1928,0.2877,0.8991964206593609
7500,610.3758288562844,500,0.8747372835793128,172,1942,0.0626,0.8747372835793128
8000,554.452309857962,500,0.8608908017217921,191,2221,0.1535,0.8608908017217921
8500,583.58440271144,500,0.8835717457719768,159,2074,0.2376,0.8835717457719768
9000,585.585971651195,500,0.8828635865778992,160,2064,0.2123,0.8828635865778992
9500,631.6245247099281,500,0.8798518464077519,165,1836,0.0186,0.8798518464077519
10000,650.5578554321476,500,0.8891426131453009,152,1741,0.0313,0.8891426131453009
10500,628.2895865155662,500,0.8854162613428128,157,1852,0.096,0.8854162613428128
11000,611.5312802536265,500,0.8887512843619024,152,1935,0.1573,0.8887512843619024
11500,571.7473815369061,500,0.8805981941969696,163,2133,0.2408,0.8805981941969696
12000,565.2495125968387,500,0.8644908658425383,186,2167,0.114,0.8644908658425383
12500,579.149214786509,500,0.8737221622157096,173,2097,0.1603,0.8737221622157096
13000,599.4457042074317,500,0.876044643715252,170,1996,0.1336,0.876044643715252
13500,588.0214882612173,500,0.8730976196462504,174,2053,0.1362,0.8730976196462504
14000,539.4978619192043,500,0.8733171520565256,173,2294,0.2999,0.8733171520565256
14500,518.3853646183226,500,0.8612020782672096,190,2400,0.2738,0.8612020782672096
15000,553.0551552336578,500,0.8713642079507408,176,2227,0.218,0.8713642079507408
15500,603.196512391671,500,0.8697332824372631,179,1978,0.0271,0.8697332824372631
16000,659.3746808292475,500,0.8968489019556711,141,1696,0.1208,0.8968489019556711
16500,606.5723269577975,500,0.8816669789312559,162,1960,0.1248,0.8816669789312559
17000,551.1543815621029,500,0.8706065294061256,177,2236,0.2806,0.8706065294061256
17500,680.7980014583909,500,0.9069051433928312,127,1589,0.1139,0.9069051433928312
18000,629.744454556688,500,0.8805156692842017,164,1845,0.0591,0.8805156692842017
18500,540.315459561679,500,0.853748032443616,201,2292,0.0976,0.853748032443616
19000,646.5634079395069,500,0.8876606323433608,154,1761,0.0043,0.8876606323433608
19500,579.8425270878737,500,0.8786081467422447,166,2093,0.2463,0.8786081467422447
20000,617.7392711813152,500,0.8880907557892759,153,1904,0.1422,0.8880907557892759
20500,632.746576745665,500,0.900787460351648,135,1828,0.2169,0.900787460351648
21000,593.0034841262544,500,0.88645141116242,155,2027,0.254,0.88645141116242
21500,671.5720428056887,500,0.8963257366437769,142,1636,0.0407,0.8963257366437769
22000,581.3005166830874,500,0.886309553850004,155,2085,0.2723,0.886309553850004
22500,594.3193730135769,500,0.8913597784333032,148,2020,0.2828,0.8913597784333032
23000,636.2751360572034,500,0.8987762452580889,138,1811,0.1889,0.8987762452580889
23500,649.9209896179299,500,0.8869795244637816,155,1744,0.0373,0.8869795244637816
24000,609.6751166046852,500,0.8970956037473009,140,1943,0.2745,0.8970956037473009
24500,620.5656023918806,500,0.8867225975700799,155,1890,0.1748,0.8867225975700799
25000,613.5900232848837,500,0.886693301362764,155,1925,0.1563,0.886693301362764
25500,593.2310662949503,500,0.8829237146465121,160,2026,0.2073,0.8829237146465121
26000,596.4744514560446,500,0.8906364680205944,149,2009,0.2777,0.8906364680205944
26500,544.4957209169667,500,0.8664038079537184,183,2270,0.2075,0.8664038079537184
27000,621.729130419177,500,0.8783000850631064,167,1885,0.0586,0.8783000850631064
27500,632.6709504904262,500,0.8931056846950768,146,1829,0.164,0.8931056846950768
28000,587.7341426904111,500,0.8877635705066816,153,2053,0.2658,0.8877635705066816
28500,618.4642856344126,500,0.8992377780429817,137,1899,0.293,0.8992377780429817
29000,624.806147941589,500,0.8853241493279895,157,1869,0.1276,0.8853241493279895
29500,615.885804002435,500,0.8789382447797359,166,1914,0.0704,0.8789382447797359
30000,568.5761695683395,500,0.8763556956139855,169,2149,0.2263,0.8763556956139855
30500,596.4793812821187,500,0.8829454731984135,160,2010,0.177,0.8829454731984135
31000,595.6904400218995,500,0.8815428514583368,162,2014,0.1849,0.8815428514583368
31500,571.2916754866147,500,0.8833934255353175,159,2135,0.282,0.8833934255353175
32000,610.8137848889832,500,0.8879687411375816,153,1938,0.2158,0.8879687411375816
32500,655.2177458585284,500,0.8925754149874704,147,1717,0.0923,0.8925754149874704
33000,597.2686206337285,500,0.8808199376552064,163,2006,0.1541,0.8808199376552064
