episode,reward_mean,reward_sma,avg_qos,drops,retries,edf
30,623.362664611313,589.2247567832948,0.8776573026188543,168,1877,0.051157237106187456
31,564.0425353681254,580.6563314001107,0.8575142421008616,196,2174,0.019515477895583853
32,493.79521954088074,573.0129529134308,0.8546906376103199,199,2523,0.28466566117599995
33,498.344399416502,564.8280760959076,0.8582491822946208,194,2500,0.2896896099223678
34,566.2828532298727,571.854078089162,0.8757384498068479,170,2161,0.24251920443493832
35,638.7304154510372,573.705389595253,0.8869386938166479,155,1800,0.0913841307520112
36,652.5967838467864,576.9490822248052,0.8884626131374351,153,1731,0.029301634201915158
37,492.19160111858844,565.9934403471465,0.8435007970237464,215,2532,0.20526990795364705
38,546.896078109086,562.2999877049994,0.8580378399695201,195,2259,0.13204574812188039
39,559.4117687606014,563.5654319452793,0.8567782254756616,197,2197,0.036611470453433645
40,514.0928729745497,552.638452781603,0.8486566885180111,208,2423,0.14855307303338106
41,603.0876537557748,556.5429646203679,0.868406035229248,181,1979,0.010316556334565519
42,532.1046719773558,560.3739098640154,0.8642422722430136,186,2332,0.2727961206236346
43,581.5956688639701,568.6990368087622,0.8668281308774951,183,2086,0.07763399448000508
44,556.9552960513122,567.7662810909062,0.868664929241868,180,2208,0.19875668530619459
45,562.9145953344589,560.1846990792484,0.8624034745224224,189,2179,0.09351332282682329
46,564.8714390689311,551.4121646014629,0.8645224493145831,186,2169,0.15602040635334324
47,579.2365179876311,560.116656288367,0.8737546748394288,173,2097,0.16401308380298388
48,606.3582100783826,566.0628694852968,0.8747029166342136,172,1962,0.05545633665765811
49,492.16274667910955,559.3379672771476,0.8547007508492336,199,2531,0.29087538832936755
50,543.673290028805,562.2960089825731,0.8671216649537767,182,2274,0.23253984700833435
51,534.7284411375298,555.4600877207487,0.8726385276704335,174,2318,0.28184968246925673
52,504.6337560343106,552.7129961264441,0.8569306372695769,196,2469,0.26844820512829465
53,578.8003411509943,552.4334633551465,0.87019691413334,178,2099,0.17936999364332554
54,563.6114600678139,553.0990797567968,0.8763922261269304,169,2174,0.27656227050693505
55,591.4305499323966,555.9506752165905,0.8690248512818399,180,2037,0.02654775061557585
56,605.7455959653563,560.038090906233,0.8775258462921167,168,1965,0.058794858725743554
57,576.23434270703,559.7378733781729,0.8618329156416064,190,2113,0.01356818667316142
58,570.7173687264439,556.173789242979,0.8645791685850199,186,2140,0.0975990992289793
59,575.7625525066716,564.5337698257352,0.865357330316892,185,2115,0.1166031869068446
60,583.3250228255007,568.4989431054048,0.8667967221164568,183,2077,0.08140470953216877
61,568.2852731983439,571.8546263114861,0.8771781628189903,168,2151,0.24862125274557878
62,571.9688991656661,578.5881406246218,0.8653385298303303,185,2134,0.10702599800807679
63,529.8151194492983,573.6896184544522,0.8474029610476952,210,2345,0.08428035290621423
64,585.231427714702,575.851615219141,0.8752446278813599,171,2067,0.16280882494747453
65,608.1786921152493,577.5264294374263,0.8775831249818488,168,1953,0.04227726749242879
66,578.0981516455507,574.7616850054457,0.880063363031192,164,2102,0.2406590942262119
67,562.4226039884784,573.3805111335905,0.858208227473496,195,2182,0.022365193103931248
68,493.38525130495185,565.6472993914413,0.8568135176852639,196,2525,0.2960660809801552
69,534.0706566098813,561.4781098017622,0.8649323206550369,185,2322,0.23167343078899721
70,635.3024913226518,566.6758566514775,0.889707254298396,151,1817,0.059614704460251716
71,624.8139127160879,572.3287206032518,0.8783764207395705,167,1870,0.0016566351370807197
72,489.3310976645597,564.0649404531412,0.8462528313228176,211,2546,0.24463842853645024
73,560.7661568851175,567.160044196723,0.8693937150726601,179,2189,0.21205720315428514
74,539.1295156971355,562.5498529949664,0.8628769450813433,188,2297,0.21870215041229618
75,573.258298129201,559.0578135963616,0.8785895062321383,166,2126,0.2313811040057837
76,604.4573162984717,561.6937300616537,0.8697975072552224,179,1972,0.02221339552022711
77,561.557104983876,561.6071801611935,0.8638337613924671,187,2186,0.10753971856328177
78,604.0046475971467,572.6691197904129,0.8725873637086401,175,1974,0.03476071785753891
79,594.395739358099,578.7016280652347,0.8885638757513624,152,2020,0.25893102776267807
80,521.3902948828387,567.3104084212533,0.8549856322608625,199,2386,0.18698943804826737
81,577.8945014328801,562.6184672929327,0.8702800995611704,178,2104,0.09926940745579475
82,608.4816809187606,574.5335256183528,0.8712631106632689,177,1952,0.01906750508580709
83,588.3393788793481,577.2908478177758,0.8703503088598673,178,2052,0.09329469651469866
84,613.4484003212629,584.7227362801884,0.8803600672120376,164,1926,0.09755499660802411
85,546.5205606056616,582.0489625278345,0.8685688652032479,180,2260,0.21888185350141923
86,583.5044290027806,579.9536737982654,0.8800835715814335,164,2075,0.19126724140656393
87,486.6363489987744,572.4615981997553,0.8497196610615401,206,2559,0.26616382277289796
88,570.584270617624,569.1195605018031,0.8743955550239103,172,2140,0.14166447754858477
89,582.9835122234924,567.9783377883423,0.8667986097120935,183,2079,0.035878273781490506
90,568.2824244161229,572.6675507416709,0.8750348977224888,171,2151,0.21397343616689848
91,584.2698317855126,573.305083776934,0.8807859377007176,163,2071,0.22823551458506922
92,608.4255568510019,573.299471370158,0.8845459098863369,158,1951,0.16838315927084888
93,589.6587693616568,573.4314104183891,0.8850796192655888,157,2044,0.2312901539863683
94,542.0851218506319,566.2950825713259,0.8587154405426679,194,2283,0.14813867890931723
95,557.9716139127133,567.4401879020312,0.8686360165425608,180,2203,0.1568198488145982
96,566.2398314605006,565.7137281478032,0.8687387537912455,180,2162,0.12826230550756487
97,598.4318346065998,576.8932767085856,0.8732769313801416,174,2002,0.007625738023228556
98,666.5786368574079,586.492713332564,0.8949243770410232,144,1661,0.032367428097991334
99,621.6138871490848,590.3557508251232,0.8776687415023575,168,1886,0.009428755706020276
100,577.1149270440093,591.2390010879119,0.8758188026420144,170,2107,0.1909231233791341
101,599.9347603109549,592.8054939404561,0.8760873002183696,170,1994,0.094306794322898
102,559.0927472510181,587.8722129804578,0.863085954538928,188,2198,0.15257120734941082
103,530.5708390203846,581.9634199463305,0.8662606874362295,183,2339,0.2722699421778279
104,598.8603064559151,587.6409384068588,0.878125331290208,167,1999,0.07478766874466249
105,573.1002694027028,589.1538039558577,0.8688254420453008,180,2128,0.12311487691068891
106,556.0821995384415,588.1380407636518,0.8721364502153863,175,2212,0.2266653415629146
107,602.1607951519301,588.510936818185,0.875395989285288,171,1983,0.06863944964748674
108,556.2339671287885,577.476469845323,0.8560480170849736,198,2213,0.023093972948637898
109,544.3239269526663,569.7474738256811,0.8552021131042504,199,2272,0.0869254358741304
110,600.5940709595495,572.095388217235,0.8739856207030137,173,1991,0.04836638617620132
111,551.1162877224763,567.2135409583873,0.8783641288103615,166,2236,0.2789092957027719
112,578.2165205605984,569.1259182893452,0.8814384825112264,162,2101,0.24243611386932507
113,557.0040733515775,571.7692417224646,0.8644383049873384,186,2208,0.19002112695312703
114,540.4651523458936,565.9297263114624,0.8656520328195232,184,2290,0.2614381770563153
115,511.857838481316,559.8054832193238,0.8591072476040503,193,2433,0.24110162306973432
116,589.9854939878414,563.1958126642637,0.868269891892464,181,2044,0.05597101766581075
117,563.680034956633,559.347736644734,0.8728727686281912,174,2174,0.2677676995469933
118,521.0775583147395,555.8320957633291,0.8536448642457783,201,2388,0.16180267257469522
119,552.2618919323435,556.6258922612968,0.8685856484197825,180,2231,0.24223204654921876
120,525.984451746321,549.164930339974,0.8648208322634543,185,2362,0.26882738997704797
121,608.3704007630338,554.8903416440297,0.8754474911180552,171,1952,0.09540104249155916
122,619.988845035393,559.0675740915092,0.8769414775508049,169,1894,0.033015577358303023
123,559.0194206817464,559.2691088245261,0.8581995703758969,195,2199,0.0683805487625825
124,572.8706877107519,562.5096623610119,0.8695162746457504,179,2129,0.1281323365878769
125,537.4646543067439,565.0703439435548,0.8684681124560624,180,2305,0.24540442977674792
126,558.3259559233778,561.9043901371084,0.8798284499883888,164,2200,0.258219174976903
127,615.3081792801748,567.0672045694625,0.8720416060412327,176,1918,0.002085639159357211
128,548.2458364364095,569.7840323816296,0.8637301797286256,187,2252,0.1532241907732697
129,572.3046785957393,571.788311047969,0.8688264015539375,180,2132,0.1252233009446337
130,616.5314977403452,580.8430156473717,0.8818289809155447,162,1911,0.06663234314121907
131,629.7643047921619,582.9824060502845,0.881204149564976,163,1845,0.03595961020010484
132,556.7490620050224,576.6584277472473,0.8581240645072185,195,2210,0.10128455142108839
133,539.7520570037198,574.7316913794446,0.8726606252287704,174,2293,0.28287291117375574
134,641.4865329012258,581.593275898492,0.8911395571345527,149,1786,0.09696087960622657
135,598.0158803242032,587.648398500238,0.8837890110389439,159,2003,0.1556371865230098
136,567.2991519869928,588.5457181065996,0.8764241291057824,169,2156,0.21090568766855336
137,624.0529783371334,589.4201980122954,0.8846476356060311,158,1873,0.1090888807137882
138,554.7393155686826,590.0695459255227,0.877000385327776,168,2218,0.29153462481628817
139,490.3587640052203,581.8749544664709,0.8560771185426,197,2540,0.2887341884826334
140,583.1835088345983,578.540155575896,0.8682177632681392,181,2078,0.07553468874760924
141,573.8368717748334,572.9474122741632,0.8702165467935967,178,2124,0.14917455176771563
142,598.8967414964604,577.1621802233069,0.8746243071976312,172,1999,0.0902634929450309
143,600.905807138736,583.2775552368087,0.8774839871644783,168,1989,0.08545214831324029
144,656.6227766894207,584.791179615628,0.8899366638075968,151,1711,0.011066084206359838
145,604.8339253189451,585.4729841151022,0.8803191229135745,164,1969,0.18286930019396905
146,591.8205881400819,587.9251277304112,0.875988100810868,170,2034,0.15080370696865844
147,566.2595993406327,582.1457898307611,0.8589587693287671,194,2163,0.015443625374996805
148,615.5862354555895,588.2304818194518,0.8797445803518374,165,1916,0.08359393927098342
149,584.9032464776384,597.6849300666936,0.8905890743036535,149,2067,0.2724797657899961
150,604.3314871348409,599.799727896718,0.8768151727775,169,1972,0.07186856720009173
151,588.4855306426565,601.2645937835002,0.8633963871486624,188,2052,0.04346846162736693
152,588.2381005471638,600.1987296885707,0.8759556834702016,170,2052,0.1468358280832689
153,501.9619617453734,590.3043451492342,0.8596795512590399,192,2482,0.2956951362331802
154,605.9597723310231,585.2380447133945,0.8768329650210855,169,1964,0.07261658145345012
155,512.7925213511763,576.0339043166176,0.8521395655373624,203,2429,0.20164066422176355
156,593.4933654238738,576.2011820449968,0.8822687233200616,161,2025,0.22848588459861527
157,609.1187080565503,580.4870929165886,0.8768429473715688,169,1948,0.0712912631977199
158,547.0747652990107,573.6359459009307,0.8671321118541,182,2257,0.21846490458355786
159,582.7215940219958,573.4177806553664,0.8695976341913249,179,2080,0.11033493981577597
160,595.7282370975157,572.557455651634,0.8830255387598889,160,2014,0.18969174917807383
161,572.5400738336756,570.9629099707358,0.8736420816588352,173,2130,0.1900589132282684
162,580.80714334818,570.2198142508374,0.8737463522661001,173,2089,0.16073240522242754
163,575.235924264842,577.5472105027844,0.8611321304715305,191,2118,0.02708693101632249
164,541.9962889410428,571.1508621637863,0.8741018249258152,172,2282,0.2505907486767714
165,608.6676681644195,580.7383768451107,0.8817315233264328,162,1950,0.09623401949152074
166,597.6388365904626,581.1529239617695,0.8690492198312552,180,2006,0.055955553119956265
167,617.0700755275899,581.9480607088734,0.871310963146316,177,1909,0.012232542466429174
168,548.1235764891661,582.0529418278891,0.8692741119110472,179,2252,0.17726788295647253
169,575.2873698790568,581.3095194135951,0.8793192335658648,165,2116,0.2032693085526847
170,642.4999368918232,585.9866893930259,0.8842187274502328,159,1782,0.004976348678356846
171,522.0395924669147,580.9366412563497,0.8536028962192185,201,2383,0.1536279174897843
172,630.4194144325968,585.8978683647914,0.881995654072508,162,1842,0.06794873255938139
173,570.9033454896702,585.4646104872743,0.8729409312760399,174,2138,0.19355183712283494
174,626.148562934947,593.8798378866646,0.8819109003113351,162,1863,0.05230992870149743
175,533.7076723335633,586.3838383035791,0.8642365108135791,186,2324,0.20728132143073977
176,610.3122436856443,587.6511790130972,0.8804112702057136,164,1942,0.11602060389016122
177,473.8609592594998,573.3302673862883,0.846142603930252,211,2623,0.28101899662102037
178,570.2492048636412,575.5428302237357,0.8611156653746737,191,2143,0.04125628324379797
179,585.109726858351,576.5250659216651,0.870318051824544,178,2068,0.10231990531507755
180,606.3953590104328,572.9146081335261,0.8733392685672879,174,1962,0.03404205637217672
181,498.6699587076187,570.5776447575965,0.8548072453916752,199,2499,0.2774080854835688
182,572.251663533491,564.7608696676859,0.8800191869497649,164,2131,0.26320180601429427
183,581.1394831567764,565.7844834343965,0.86748342702566,182,2088,0.07738248831454668
184,592.3689146715227,562.4065186080542,0.881647091385708,162,2031,0.1979952138102537
185,496.0134561123608,558.6370969859338,0.8547185273042697,199,2512,0.24516666006036475
186,564.7794925842142,554.0838218757909,0.8707976174149568,177,2169,0.1665602434798387
187,564.1085436335743,563.1085803131983,0.864558482795316,186,2173,0.15889517350680193
188,607.2976191666041,566.8134217434947,0.8768062596454127,169,1957,0.0725556872701355
189,605.6761066024643,568.8700597179059,0.8726752995308176,175,1966,0.027930830341769762
190,570.5732031574521,565.2878441326078,0.8841924350144305,158,2139,0.269164727385998
191,562.4094426119154,571.6617925230375,0.8756587205818191,170,2180,0.2701254171489991
192,579.5608725397722,572.3927134236657,0.8765781304150224,169,2095,0.18993043718198038
193,586.3295948383665,572.9117245918247,0.871067683263452,177,2062,0.1017089373146102
194,574.1253619906915,571.0873693237415,0.8653118898017481,185,2123,0.10476287238379826
195,584.8971788751979,579.9757416000252,0.8808211234653968,163,2068,0.2177867036610718
196,531.1155281181499,576.6093451534188,0.8613961765687815,190,2337,0.26913307798577313
197,574.6545256834648,577.6639433584079,0.8814285924454895,162,2119,0.26612592727953516
198,539.8637690810941,570.9205583498568,0.8684946736691672,180,2293,0.23396266375728714
199,606.2293935572937,570.97588704534,0.8845523242309968,158,1962,0.1926094938462863
200,625.2195705297722,576.4405237825719,0.8798016691656281,165,1868,0.02524198949851465
201,642.5532654565807,584.4549060670383,0.887662870771772,154,1781,0.04848861422838413
202,561.4247314392359,582.6412919569847,0.8785104178676943,166,2185,0.2695662565581238
203,553.6410411355859,579.3724365867067,0.8623214566203624,189,2225,0.18192871789787698
204,636.0586563897896,585.5657660266164,0.8820391108163808,162,1814,0.0027591154849888944
205,574.9038715708966,584.5664352961863,0.8604667877177751,192,2120,0.03044146285980963
206,597.5175437597147,591.2066368603429,0.8837207541476153,159,2005,0.19905053073241674
207,623.6750237373304,596.1086866657294,0.8756115259305208,171,1876,0.001518475153865606
208,576.7629540794122,599.7986051655612,0.8646263704686887,186,2110,0.048242415425249596
209,571.7847460811778,596.3541404179497,0.8737001300906632,173,2134,0.16462013680997584
210,546.9418864113816,588.5263720061105,0.865027550604892,185,2258,0.20756855930780796
211,519.3605859984735,576.2071040602998,0.8563891842443512,197,2396,0.19558837785078015
212,621.9674208394083,582.261373000317,0.8797811902356368,165,1884,0.06728079283816793
213,543.7521295927509,581.2724818460335,0.8621891504311529,189,2274,0.21365376640426076
214,575.9512004739576,575.2617362544504,0.8674280984242441,182,2114,0.07117472624904002
215,633.5338926054682,581.1247383579075,0.8854846447468416,157,1826,0.09761990944778032
216,527.4032508331122,574.1133090652472,0.8543448635414863,200,2356,0.22394742153540723
217,594.3028247852903,571.1760891700433,0.8829915712525424,160,2021,0.1948898697141644
218,531.2270828611145,566.6225020482135,0.8648692465655008,185,2336,0.2547670231482534
219,608.1794725943514,570.2619746995308,0.8838431389229873,159,1952,0.197283867690103
220,545.1556140740377,570.0833474657965,0.8671162082874304,182,2267,0.1704925810006415
221,618.1763518508963,579.9649240510387,0.8776211721671416,168,1903,0.028102430348427743
222,626.4730174176876,580.4154837088666,0.8846972366290808,158,1861,0.11031474091783006
223,549.9857040346039,581.038841153052,0.8560095702609894,198,2244,0.07956071030451763
224,591.1381894609162,582.5575400517478,0.8717870106387504,176,2038,0.07319689301372508
225,510.77556661867783,570.2817074530689,0.8611716465168839,190,2438,0.29190316642573366
226,559.7121454354258,573.5125969133002,0.8624088485482304,189,2195,0.11792931740002811
227,528.9103942366855,566.9733538584397,0.873975151473032,172,2347,0.26761396655313396
228,491.01911777375483,562.9525573497037,0.8456382045205344,212,2538,0.18934158779917887
229,590.4388714184696,561.1784972321154,0.8857745632092888,156,2040,0.23844339106249451
230,545.3925529413767,561.2021911188494,0.8650123198352984,185,2266,0.15079112793155763
231,617.5837047981083,561.1429264135706,0.8874327873957095,154,1905,0.17307116538790773
232,565.4707950582546,555.0427041776273,0.8637946580156568,187,2166,0.14775530814565915
233,589.5348837453863,558.9976221487055,0.8689244181231345,180,2046,0.058572896339413344
234,574.8866009228717,557.3724632949012,0.8772065289350505,168,2118,0.2167356345784516
235,573.1341861541143,563.6083252484448,0.8631903699347608,188,2128,0.08423170873225673
236,590.2594745223926,566.6630581571414,0.8654841786418135,185,2043,0.007294789929436152
237,552.363681822364,569.0083869157093,0.8657892328946704,184,2231,0.19364168877215035
238,631.1765588276542,583.0241310210993,0.883369604755925,160,1838,0.05313320382211468
239,553.2003237155772,579.30027625081,0.8748974417287096,171,2226,0.2821375753058743
240,550.6199945692392,579.8230204135962,0.8727793761403952,174,2239,0.2861785731007762
241,562.6315746962986,574.3278074034154,0.8771004032105856,168,2179,0.2744593170661345
242,572.1393777968101,574.9946656772707,0.8660182576222857,184,2133,0.11104761007663332
243,619.3055565470899,577.9717329574412,0.8727721349845983,175,1898,0.004636984958660229
244,536.5769933432816,574.1407721994822,0.8712332325408928,176,2309,0.2784955687763176
245,544.8746632657239,571.3148199106431,0.8594221916843799,193,2269,0.1284552444951943
246,557.5044352710739,568.0393159855113,0.8805032972024216,163,2204,0.28999644571310085
247,564.675946204173,569.2705424236922,0.8861965463155153,155,2168,0.28908599312677585
248,540.9494751031025,560.2478340512371,0.8678438407914407,181,2288,0.255902836640208
249,599.6834149410109,564.8961431737804,0.8802730123400984,164,1995,0.0883346676208757
250,569.6962970854202,566.8037734253985,0.8673965627725297,182,2145,0.11552931858057758
251,493.28447155123,559.8690631108916,0.8490905249102241,207,2526,0.25534100145505706
252,591.323385950915,561.787463926302,0.8689357639640545,180,2037,0.0950766015468833
253,608.7529942642872,560.7322076980219,0.8775535404025039,168,1950,0.05084782400582775
254,565.7049861470161,563.6450069783953,0.867363987078996,182,2165,0.16704037873750505
255,498.0632884466161,558.9638694964844,0.8526467174951297,202,2502,0.2808464322482343
256,539.7391005871768,557.1873360280948,0.8642849926709257,186,2294,0.2088089390024919
257,546.4228243485571,555.3620238425332,0.86085764876516,191,2261,0.17101835102680948
258,613.5892060047229,562.6259969326953,0.8754836214134305,171,1926,0.02915294813123056
259,523.0516794034903,554.9628233789432,0.8522256946048017,203,2378,0.18450216800975092
260,544.5115071899733,552.4443443893986,0.8761830227666592,169,2269,0.297016155031279
261,608.0113835483413,563.9170355891096,0.8740685801448894,173,1954,0.04202520457095721
262,564.8427570593896,561.2689726999571,0.8687524015824968,180,2169,0.155498895709121
263,518.8366071881562,552.277333992344,0.8584355187842009,194,2398,0.26321192157838663
264,571.3299786706727,552.8398332447097,0.8772112345771623,168,2136,0.22223058532626133
265,527.0913473804858,555.7426391380966,0.8620518231188937,189,2357,0.20910472229858038
266,549.3922979243981,556.7079588718187,0.8636520653817535,187,2246,0.21074522519613278
267,592.8639961040643,561.3520760473695,0.8746006592544241,172,2029,0.10784734536592655
268,531.5441809197705,553.1475735388742,0.8523209618763433,203,2336,0.088077553279348
269,591.2383364293935,559.9662392414646,0.8850672024599191,157,2036,0.24280834664355408
270,532.5925253323885,558.774341055706,0.869107311731488,179,2329,0.24303401840375422
271,516.2318514599676,549.5963878468687,0.8584243674773567,194,2411,0.2601216955740311
272,511.7948268128731,544.2915948222171,0.8633103188033528,187,2433,0.2739721657669414
273,601.5577246312845,552.5637065665298,0.883086868300648,160,1985,0.15340271965828134
274,564.273742383623,551.8580829378249,0.8666558747705719,183,2172,0.15045488840615986
275,601.7083288973578,559.319781089512,0.8872840049972519,154,1984,0.23948855369003252
276,543.1005805049202,558.6906093475643,0.8685182242842312,180,2277,0.19498917923332953
277,556.266658907916,555.0308756279494,0.8756435707798391,170,2211,0.210590063177311
278,515.8972717480776,553.4661847107802,0.8563265112919112,197,2413,0.2387378008308303
279,584.4679887395857,552.7891499417995,0.8836317156651536,159,2070,0.2670016025452699
280,564.5555737441356,555.9854547829741,0.8596023215589208,193,2171,0.10139854705546074
281,555.702263931704,559.9324960301478,0.8609557927369655,191,2215,0.1126748857919832
282,605.8927110067484,569.3422844495352,0.871962196456564,176,1965,0.028194581952260697
283,544.6327554079041,563.6497875271973,0.8615253128054681,190,2270,0.1734840422988522
284,590.6700928241249,566.2894225712474,0.8633797317757296,188,2041,0.010782682139022625
285,585.8290155540939,564.7014912369211,0.8738211871392592,173,2064,0.13967940543973803
286,611.3096934139172,571.5224025278209,0.8880559395640241,153,1936,0.16279339041227298
287,584.1054104184248,574.3062776788717,0.8689077946552896,180,2073,0.08596237563848531
288,576.2136097689353,580.3379114809575,0.8730630768866215,174,2112,0.17724997817070323
289,545.442772656714,576.4353898726702,0.8489064800488808,208,2267,0.009150074981714829
290,638.6381464674732,583.8436471450041,0.8820354151536776,162,1801,0.011204456624764325
291,545.2378584684316,582.7972065986767,0.8691992641997783,179,2266,0.24678016819789747
292,546.5223627233131,576.8601717703332,0.8580276959485128,195,2261,0.10805719242337887
293,539.832821651598,576.3801783947026,0.8481852975416768,209,2295,0.038118153795565435
294,521.44249913316,569.457419025606,0.8522171196459697,203,2386,0.1566729780164413
295,546.5214981417192,565.5266672843686,0.8643268808324703,186,2260,0.23099806592958325
296,635.7287976404824,567.9685777070251,0.8890248213604425,152,1815,0.06474630824905295
297,529.2089808562266,562.4789347508054,0.8586004964037312,194,2347,0.18686714274570007
298,618.4726118139815,566.7048349553099,0.8755948515672313,171,1902,0.0256042394981304
299,620.6634504778284,574.2269027374214,0.8769968848864417,169,1891,0.03100903270116462
300,511.52588589846295,561.5156766805204,0.8682270060280017,180,2434,0.3188127789408888
301,543.668880466234,561.3587788803006,0.881129295741648,162,2273,0.3243810729660639
302,497.20488947086886,556.4270315550561,0.8687888457942624,179,2505,0.38245794089892393
303,437.1255501480369,546.1563044047001,0.8548942173258895,198,2805,0.43565480023359693
304,299.9638014654352,524.0084346379276,0.8367016349182185,222,3489,0.5855112476775207
305,536.9069472252019,523.0469795462759,0.8740472154887337,172,2307,0.3097802089807172
306,567.3786076608991,516.2119605483176,0.8722612488507816,175,2156,0.19377388376474758
307,398.4980535626403,503.14086781895895,0.8461064239004649,210,2998,0.47711171686122217
308,574.5703934150436,498.7506459790651,0.8779486123225512,167,2120,0.16249935075724453
309,589.3389969131249,495.61820062259477,0.8906671223462839,149,2045,0.26338285242338166
310,588.9484175308835,503.36045378583685,0.8731867699262768,174,2049,0.047073828805359576
311,549.6769226896708,503.96125800818055,0.8518009616476696,204,2246,0.015210446049274505
312,329.06347812353187,487.1471168734468,0.8509793000711023,202,3343,0.577589048806755
313,407.3135324552794,484.165915104171,0.8552475273916577,197,2953,0.5015880723073235
314,506.5795861380083,504.82749357142836,0.8828113728807304,159,2457,0.4175845236562188
315,533.640824988709,504.50088134777906,0.8656065601267504,184,2324,0.24537176664856192
316,598.1424442523984,507.577265006929,0.873964435181184,173,2003,0.10397659204250746
317,546.7465276173486,522.4021124123999,0.8580760325204336,195,2260,0.09386222560265163
318,611.7493198830892,526.1200050592045,0.887388356032384,154,1934,0.15014573889875718
319,469.0882155210865,514.0949269200006,0.853090204610452,201,2646,0.3295359988236723
320,470.91219648304155,502.29130481521645,0.863570524729568,186,2636,0.42875755362003737
321,536.0711899522505,500.9307315414743,0.8859327680483647,155,2310,0.39611842603063874
322,557.9732626676779,523.821709995889,0.8700708330149816,178,2203,0.1679603381675657
323,347.69151064504723,517.8595078148658,0.8546448199949895,197,3250,0.5729191683979165
324,427.9727746813987,509.99882666920473,0.8582491778561073,193,2850,0.4427381500174611
325,490.0379009247906,505.6385342628129,0.8588262215980432,193,2541,0.3326124315068404
326,475.6416913325771,493.3884589708308,0.8636377715113864,186,2613,0.36703244774061133
327,560.2387767331675,494.7376838824127,0.8742633462081392,172,2191,0.2517600374566739
328,529.2639497542722,486.48914686953106,0.8543434073409768,200,2347,0.14863859370069446
329,530.5102650693502,492.63135182435735,0.8620883835114048,189,2340,0.21358360719075695
330,406.37679673150654,486.17781184920375,0.8524505845568856,201,2958,0.45470766627862147
331,598.8474575792987,492.4554386119086,0.869082211557764,180,2000,0.008636093177853521
332,602.8997490944275,496.9480872545836,0.878899634496839,166,1979,0.06964358430414974
333,595.8210944131761,521.7610456313965,0.8661938441934888,184,2015,0.027601585213051647
334,630.5576494807053,542.0195331113272,0.8833431261266728,160,1841,0.02443728139138208
335,386.3802880725652,531.6537718261046,0.8564387588501888,195,3057,0.5132763504066044
336,435.67946204631573,527.6575488974785,0.8555254335734784,197,2812,0.4221947156280142
337,498.0435644104813,521.4380276652098,0.8540738545031952,200,2502,0.2845042974523951
338,590.6072221324034,527.572354903023,0.8683025153970032,181,2041,0.05870049639060088
339,501.10248440086343,524.6315768361743,0.8548125587648647,199,2487,0.2949695250700994
340,534.5260787977764,537.4465050428014,0.8726165610980449,174,2319,0.2840830624683394
341,596.2913584854653,537.1908951334179,0.8767418279153687,169,2012,0.10392112194600911
342,501.6366800579468,527.0645882297699,0.858314462255104,194,2484,0.2603109895427838
