step,reward_mean,episode_length,Avg_QoS,Drops,Retries,EDF,lifetime
500,266.5381681866351,500,0.8740028301208704,86,1163,0.2852,0.8740028301208704
1000,304.4953197441908,500,0.8845306739348159,79,974,0.0929,0.8845306739348159
1500,243.89390954391615,500,0.8470287499175632,105,1277,0.2197,0.8470287499175632
2000,281.39246474105954,500,0.8603229916022672,96,1090,0.1141,0.8603229916022672
2500,284.8174954043729,500,0.8813325282769567,81,1072,0.2278,0.8813325282769567
3000,246.21580998155056,500,0.8497589896688497,103,1265,0.2562,0.8497589896688497
3500,329.8576175206736,500,0.8878956025930208,77,848,0.0036,0.8878956025930208
4000,279.1864512955807,500,0.8770302545461199,84,1100,0.2542,0.8770302545461199
4500,287.4068229227691,500,0.8589810391972449,97,1060,0.017,0.8589810391972449
5000,302.5772620683745,500,0.8747014253210735,86,984,0.0523,0.8747014253210735
5500,299.6245548180281,500,0.8829681132562127,80,998,0.212,0.8829681132562127
6000,266.5736110063627,500,0.866925516854096,91,1163,0.2603,0.866925516854096
6500,294.0883403672946,500,0.8758960484499807,85,1026,0.1506,0.8758960484499807
7000,305.7303659612595,500,0.8832033130864496,80,968,0.1525,0.8832033130864496
7500,280.0564841995705,500,0.8686467681292879,90,1096,0.2597,0.8686467681292879
8000,289.2079642548281,500,0.8646774564386688,93,1051,0.0856,0.8646774564386688
8500,309.03408270183843,500,0.8887648172070751,76,951,0.1853,0.8887648172070751
9000,276.72731149706823,500,0.8658448161306896,92,1113,0.1372,0.8658448161306896
9500,273.4485656588559,500,0.8656942873161904,92,1129,0.1977,0.8656942873161904
10000,299.3248485706597,500,0.8802630238200864,82,1000,0.0967,0.8802630238200864
10500,329.80138031061017,500,0.8892249458851151,76,848,0.0086,0.8892249458851151
11000,310.60268463960944,500,0.8958352182762896,71,943,0.2621,0.8958352182762896
11500,304.094065190385,500,0.8816776166722736,81,976,0.1453,0.8816776166722736
12000,295.49382608057755,500,0.8773583515771247,84,1019,0.1711,0.8773583515771247
12500,308.59829853773806,500,0.8747876326454095,86,954,0.0181,0.8747876326454095
13000,313.2340221861521,500,0.8777333934949104,84,931,0.0038,0.8777333934949104
13500,314.34915436834376,500,0.8832826405837328,80,925,0.0603,0.8832826405837328
14000,264.2924180313625,500,0.8557169423724031,99,1175,0.1643,0.8557169423724031
14500,328.5982800260772,500,0.8891896829965984,76,854,0.0299,0.8891896829965984
15000,307.8946394615552,500,0.8845899688331185,79,957,0.1571,0.8845899688331185
15500,283.9625603884866,500,0.8784709586383777,83,1076,0.2843,0.8784709586383777
16000,290.3371588800612,500,0.8940522071762975,72,1044,0.2734,0.8940522071762975
16500,307.9021015877108,500,0.8845996966050208,79,957,0.1253,0.8845996966050208
17000,330.70677419545865,500,0.897607570320792,70,843,0.1228,0.897607570320792
17500,273.5809349113797,500,0.875490606587192,85,1128,0.2498,0.875490606587192
18000,339.1818591558284,500,0.8977996351173535,70,801,0.0415,0.8977996351173535
18500,291.61053176801033,500,0.8814357591365488,81,1038,0.2103,0.8814357591365488
19000,320.3469308435816,500,0.8876149298091759,77,895,0.0879,0.8876149298091759
19500,307.60511310625617,500,0.8747686572551168,86,959,0.0076,0.8747686572551168
20000,268.95558216567025,500,0.8697719806172513,89,1151,0.2778,0.8697719806172513
20500,275.35181314316964,500,0.8740595347374,86,1119,0.2256,0.8740595347374
21000,288.07967568808454,500,0.8854730391415808,78,1055,0.2894,0.8854730391415808
21500,302.9375160544473,500,0.8970335530665888,70,981,0.3,0.8970335530665888
22000,274.80476858027305,500,0.8713350867444623,88,1122,0.273,0.8713350867444623
22500,306.6204624772756,500,0.8734111215851744,87,964,0.0431,0.8734111215851744
23000,254.18963427041317,500,0.8611589265509599,95,1225,0.2821,0.8611589265509599
23500,307.69640732418554,500,0.8817357923368673,81,958,0.1537,0.8817357923368673
24000,300.75951750766296,500,0.8899849437966784,75,992,0.2948,0.8899849437966784
24500,326.1066381949613,500,0.89042392189748,75,866,0.0812,0.89042392189748
25000,317.6195772753944,500,0.8819998890817761,81,909,0.0033,0.8819998890817761
25500,324.4445291224399,500,0.9016779378238912,67,874,0.1788,0.9016779378238912
26000,290.78400031601706,500,0.8814079826951231,81,1042,0.2696,0.8814079826951231
26500,289.7528138759841,500,0.8730193126292496,87,1048,0.0546,0.8730193126292496
27000,319.42658816878634,500,0.8973615533449472,70,899,0.2034,0.8973615533449472
27500,346.3568829258287,500,0.9020693942012944,67,765,0.0191,0.9020693942012944
28000,296.6702427423816,500,0.8815905442362943,81,1013,0.2189,0.8815905442362943
28500,274.59207933284347,500,0.8783618078384127,83,1123,0.2475,0.8783618078384127
29000,318.033693666372,500,0.8987729769352384,69,906,0.1807,0.8987729769352384
29500,264.98658475696465,500,0.8669503508500624,91,1171,0.2418,0.8669503508500624
30000,324.98517046436325,500,0.9058617773896688,64,871,0.2035,0.9058617773896688
30500,340.1794768284132,500,0.8992052988569984,69,796,0.0191,0.8992052988569984
31000,338.9217805744891,500,0.9019526264614848,67,802,0.1329,0.9019526264614848
31500,303.4282491286659,500,0.884429265251784,79,979,0.1753,0.884429265251784
32000,311.33249890275727,500,0.8985503535390927,69,939,0.2734,0.8985503535390927
32500,310.2827030656203,500,0.8845678240566271,79,945,0.1557,0.8845678240566271
33000,332.1600591959997,500,0.8976980349584863,70,836,0.084,0.8976980349584863
33500,332.59718981345867,500,0.9087682094134624,62,833,0.1834,0.9087682094134624
34000,308.94051474215814,500,0.898535121439056,69,951,0.2655,0.898535121439056
34500,320.5722044282966,500,0.9001020977591423,68,893,0.2184,0.9001020977591423
35000,278.3657572588656,500,0.8783487191527408,83,1104,0.2738,0.8783487191527408
35500,314.0631301072006,500,0.8888438243483648,76,926,0.1422,0.8888438243483648
36000,343.5883961894328,500,0.9035045301187968,66,779,0.0196,0.9035045301187968
36500,290.23122752970386,500,0.8771606549791536,84,1045,0.1807,0.8771606549791536
37000,327.1570400692705,500,0.88906849853116,76,861,0.0476,0.88906849853116
37500,316.604828629606,500,0.894454866351592,72,913,0.1667,0.894454866351592
38000,288.92635400572857,500,0.8897566233981008,75,1051,0.2514,0.8897566233981008
38500,298.439664905618,500,0.8815379683627327,81,1004,0.1981,0.8815379683627327
39000,302.3860684956443,500,0.8871744492961953,77,984,0.1566,0.8871744492961953
39500,299.5339907128398,500,0.8927978072525712,73,998,0.2616,0.8927978072525712
40000,330.71282534369453,500,0.8990485301963728,69,843,0.0755,0.8990485301963728
40500,336.4541801058642,500,0.9004257776819297,68,814,0.132,0.9004257776819297
41000,314.66913238366016,500,0.8902809134152032,75,923,0.1861,0.8902809134152032
41500,340.1312747313529,500,0.8977100659900703,70,796,0.0226,0.8977100659900703
42000,338.5057871937264,500,0.8990852349054368,69,804,0.0982,0.8990852349054368
42500,347.4652538011413,500,0.9076616499696464,63,759,0.1321,0.9076616499696464
43000,306.7558980919307,500,0.8956890720069935,71,962,0.2491,0.8956890720069935
43500,323.1418476035624,500,0.9043561458560831,65,880,0.2489,0.9043561458560831
44000,300.2553175428848,500,0.8830108320301231,80,995,0.1726,0.8830108320301231
44500,347.0199865532765,500,0.9132910260035744,59,761,0.1684,0.9132910260035744
45000,352.0826824584219,500,0.9105039858877056,61,736,0.0601,0.9105039858877056
45500,357.46357797469943,500,0.917689300179968,56,709,0.0827,0.917689300179968
46000,308.67503948306774,500,0.8845332650491535,79,953,0.1382,0.8845332650491535
46500,318.07048287957787,500,0.9098786739933568,61,905,0.2633,0.9098786739933568
47000,352.0400556010827,500,0.91192395435108,60,736,0.1465,0.91192395435108
47500,327.38301511063247,500,0.8876965610037791,77,860,0.0378,0.8876965610037791
48000,331.5262477170903,500,0.914363058308704,58,838,0.2558,0.914363058308704
48500,343.46457545525175,500,0.9061463220929264,64,779,0.0663,0.9061463220929264
49000,326.3187436964929,500,0.9100508662243167,61,864,0.2783,0.9100508662243167
49500,366.9412305479025,500,0.9164496522080688,57,662,0.0123,0.9164496522080688
50000,366.4551440076259,500,0.9277169159333488,49,664,0.0974,0.9277169159333488
50500,339.1275295302221,500,0.9019581630227856,67,801,0.0512,0.9019581630227856
51000,332.12360895318744,500,0.9115033775099232,60,835,0.2636,0.9115033775099232
51500,324.7477820429647,500,0.8933438901905264,73,873,0.0887,0.8933438901905264
52000,326.96346219259766,500,0.9058244660037152,64,861,0.2234,0.9058244660037152
52500,317.8578201237704,500,0.8903203371042527,75,907,0.15,0.8903203371042527
53000,315.9586719262655,500,0.8861182263532703,78,917,0.0454,0.8861182263532703
53500,341.42816594927444,500,0.9103897779924416,61,789,0.1597,0.9103897779924416
54000,331.2874027075418,500,0.8975591536271025,70,840,0.1093,0.8975591536271025
54500,329.17275926408485,500,0.9058648815451776,64,850,0.2061,0.9058648815451776
55000,313.6942642565289,500,0.90275687980236,66,927,0.2695,0.90275687980236
55500,324.3382695349314,500,0.9043427689814976,65,874,0.208,0.9043427689814976
56000,326.01383752927256,500,0.9016730725932656,67,866,0.1957,0.9016730725932656
56500,370.770243415589,500,0.9165364045247504,57,643,0.0382,0.9165364045247504
57000,343.2118796432504,500,0.9089576826339648,62,780,0.2138,0.9089576826339648
57500,310.32578460808554,500,0.8803135517151056,82,945,0.0163,0.8803135517151056
58000,357.68951529664986,500,0.9191281156767216,55,708,0.116,0.9191281156767216
58500,296.5178522015479,500,0.8869811361051215,77,1013,0.2362,0.8869811361051215
59000,326.3324742994438,500,0.9086052971192784,62,864,0.2147,0.9086052971192784
59500,323.3253207062283,500,0.9029232808468032,66,879,0.251,0.9029232808468032
60000,338.96428410761945,500,0.9102593458925232,61,801,0.1894,0.9102593458925232
60500,357.6772140409768,500,0.9148518268622192,58,708,0.0975,0.9148518268622192
61000,363.0564994024534,500,0.9219992522535424,53,681,0.1142,0.9219992522535424
61500,350.78501907352927,500,0.9217613952556416,53,742,0.1688,0.9217613952556416
62000,352.5016312108149,500,0.9244504498822032,51,733,0.2337,0.9244504498822032
62500,336.1613083687144,500,0.9144033459469552,58,815,0.1584,0.9144033459469552
63000,343.76470997963764,500,0.9117072180805345,60,777,0.2094,0.9117072180805345
63500,341.304444537962,500,0.917286354720912,56,789,0.2324,0.917286354720912
64000,341.349816025289,500,0.8991683711946575,69,790,0.0302,0.8991683711946575
64500,362.5644383451545,500,0.9232437955182224,52,683,0.1847,0.9232437955182224
65000,356.3060189758985,500,0.912068371214256,60,715,0.1253,0.912068371214256
65500,350.6420602182846,500,0.9133128500260992,59,743,0.159,0.9133128500260992
66000,369.4445694423867,500,0.9262914117940048,50,649,0.1125,0.9262914117940048
66500,391.8182888132885,500,0.939235990067464,41,537,0.1204,0.939235990067464
67000,326.9893017836589,500,0.9087232818451136,62,861,0.2265,0.9087232818451136
67500,360.9831872817248,500,0.9247019080123136,51,691,0.1902,0.9247019080123136
68000,342.33199462176225,500,0.9144505461805073,58,784,0.1905,0.9144505461805073
68500,366.2148452308996,500,0.9275936206709376,49,665,0.1073,0.9275936206709376
69000,329.7510100049709,500,0.904457424245032,65,847,0.2663,0.904457424245032
69500,342.2981676607873,500,0.9158367227863344,57,784,0.252,0.9158367227863344
70000,339.9507182530494,500,0.9144849787023536,58,796,0.235,0.9144849787023536
70500,310.58136883334896,500,0.8886770085624783,76,943,0.1927,0.8886770085624783
71000,377.3104948781496,500,0.9250433169900528,51,610,0.0642,0.9250433169900528
71500,352.5060399371615,500,0.9091708673154032,62,734,0.0435,0.9091708673154032
