Step,Avg_Energy,Alive_Nodes,Dead_Nodes,EDF_Noise,Mode,PSR(%),Avg_Retries,Dominant_DR,Active_Model
0,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T500_20260508_131705.pth
1,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T500_20260508_131705.pth
2,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T500_20260508_131705.pth
3,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T500_20260508_131705.pth
4,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T500_20260508_131705.pth
5,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T500_20260508_131705.pth
6,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T500_20260508_131705.pth
6,1000.00,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T500_20260508_131705.pth
7,998.37,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T500_20260508_131705.pth
8,996.74,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T500_20260508_131705.pth
9,995.12,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T500_20260508_131705.pth
10,993.49,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T500_20260508_131705.pth
11,991.86,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T500_20260508_131705.pth
12,990.23,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T500_20260508_131705.pth
13,988.61,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T500_20260508_131705.pth
14,986.98,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T500_20260508_131705.pth
15,985.35,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T500_20260508_131705.pth
16,983.72,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T500_20260508_131705.pth
17,982.10,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T500_20260508_131705.pth
18,980.47,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T500_20260508_131705.pth
19,980.47,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T500_20260508_131705.pth
20,978.84,50,0,0,AI,100.00,0.00,low,wsn_dqn_E1000_T500_20260508_131705.pth
