Episode,Reward,Avg_QoS,Drops,Retries,Epsilon,EDF_Episode,Steps_Taken,PSR
25,308.59829853773806,0.8747876326454095,86,954,0.9276389118674717,0.0181,500,0.828
26,313.2340221861521,0.8777333934949104,84,931,0.9248559951318693,0.0038,500,0.832
27,314.34915436834376,0.8832826405837328,80,925,0.9220814271464737,0.0603,500,0.84
28,264.2924180313625,0.8557169423724031,99,1175,0.9193151828650342,0.1643,500,0.802
29,328.5982800260772,0.8891896829965984,76,854,0.9165572373164391,0.0299,500,0.848
30,307.8946394615552,0.8845899688331185,79,957,0.9138075656044898,0.1571,500,0.842
31,283.9625603884866,0.8784709586383777,83,1076,0.9110661429076764,0.2843,500,0.834
32,290.3371588800612,0.8940522071762975,72,1044,0.9083329444789534,0.2734,500,0.856
33,307.9021015877108,0.8845996966050208,79,957,0.9056079456455165,0.1253,500,0.842
34,330.70677419545865,0.897607570320792,70,843,0.90289112180858,0.1228,500,0.86
35,273.5809349113797,0.875490606587192,85,1128,0.9001824484431542,0.2498,500,0.83
36,339.18185915582836,0.8977996351173535,70,801,0.8974819010978248,0.0415,500,0.86
37,291.61053176801033,0.8814357591365488,81,1038,0.8947894553945313,0.2103,500,0.838
38,320.34693084358156,0.8876149298091759,77,895,0.8921050870283477,0.0879,500,0.846
39,307.60511310625617,0.8747686572551168,86,959,0.8894287717672626,0.0076,500,0.828
40,268.95558216567025,0.8697719806172513,89,1151,0.8867604854519608,0.2778,500,0.822
41,275.35181314316964,0.8740595347374,86,1119,0.884100203995605,0.2256,500,0.828
42,288.07967568808454,0.8854730391415808,78,1055,0.8814479033836181,0.2894,500,0.844
43,302.9375160544473,0.8970335530665888,70,981,0.8788035596734672,0.3,500,0.86
44,274.80476858027305,0.8713350867444623,88,1122,0.8761671489944468,0.273,500,0.824
45,306.6204624772756,0.8734111215851744,87,964,0.8735386475474635,0.0431,500,0.826
46,254.18963427041314,0.8611589265509599,95,1225,0.8709180316048211,0.2821,500,0.81
47,307.69640732418554,0.8817357923368673,81,958,0.8683052775100066,0.1537,500,0.838
48,300.75951750766296,0.8899849437966784,75,992,0.8657003616774767,0.2948,500,0.85
49,326.1066381949613,0.89042392189748,75,866,0.8631032605924442,0.0812,500,0.85
50,317.61957727539436,0.8819998890817761,81,909,0.860513950810667,0.0033,500,0.838
51,324.4445291224399,0.9016779378238912,67,874,0.857932408958235,0.1788,500,0.866
52,290.78400031601706,0.8814079826951231,81,1042,0.8553586117313603,0.2696,500,0.838
53,289.7528138759841,0.8730193126292496,87,1048,0.8527925358961662,0.0546,500,0.826
54,319.42658816878634,0.8973615533449472,70,899,0.8502341582884777,0.2034,500,0.86
55,346.3568829258287,0.9020693942012945,67,765,0.8476834558136123,0.0191,500,0.866
56,296.6702427423816,0.8815905442362943,81,1013,0.8451404054461714,0.2189,500,0.838
57,274.59207933284347,0.8783618078384127,83,1123,0.8426049842298329,0.2475,500,0.834
58,318.033693666372,0.8987729769352384,69,906,0.8400771692771434,0.1807,500,0.862
59,264.98658475696465,0.8669503508500624,91,1171,0.837556937769312,0.2418,500,0.818
60,324.98517046436325,0.9058617773896688,64,871,0.835044266956004,0.2035,500,0.872
61,340.17947682841316,0.8992052988569984,69,796,0.8325391341551359,0.0191,500,0.862
62,338.9217805744891,0.9019526264614847,67,802,0.8300415167526705,0.1329,500,0.866
63,303.4282491286659,0.884429265251784,79,979,0.8275513922024125,0.1753,500,0.842
64,311.33249890275727,0.8985503535390927,69,939,0.8250687380258053,0.2734,500,0.862
65,310.2827030656203,0.8845678240566271,79,945,0.8225935318117279,0.1557,500,0.842
66,332.1600591959997,0.8976980349584863,70,836,0.8201257512162927,0.084,500,0.86
67,332.59718981345867,0.9087682094134625,62,833,0.8176653739626438,0.1834,500,0.876
68,308.94051474215814,0.898535121439056,69,951,0.8152123778407558,0.2655,500,0.862
69,320.5722044282966,0.9001020977591423,68,893,0.8127667407072335,0.2184,500,0.864
70,278.3657572588656,0.8783487191527408,83,1104,0.8103284404851119,0.2738,500,0.834
71,314.0631301072006,0.8888438243483648,76,926,0.8078974551636565,0.1422,500,0.848
72,343.58839618943273,0.9035045301187967,66,779,0.8054737627981655,0.0196,500,0.868
73,290.23122752970386,0.8771606549791536,84,1045,0.803057341509771,0.1807,500,0.832
74,327.1570400692705,0.88906849853116,76,861,0.8006481694852418,0.0476,500,0.848
75,316.604828629606,0.894454866351592,72,913,0.798246224976786,0.1667,500,0.856
76,288.92635400572857,0.8897566233981008,75,1051,0.7958514863018556,0.2514,500,0.85
77,298.439664905618,0.8815379683627327,81,1004,0.79346393184295,0.1981,500,0.838
78,302.3860684956443,0.8871744492961953,77,984,0.7910835400474212,0.1566,500,0.846
79,299.5339907128398,0.8927978072525712,73,998,0.7887102894272789,0.2616,500,0.854
80,330.71282534369453,0.8990485301963728,69,843,0.7863441585589971,0.0755,500,0.862
81,336.4541801058642,0.9004257776819297,68,814,0.78398512608332,0.132,500,0.864
82,314.66913238366016,0.8902809134152032,75,923,0.7816331707050701,0.1861,500,0.85
83,340.1312747313529,0.8977100659900703,70,796,0.7792882711929549,0.0226,500,0.86
84,338.5057871937264,0.8990852349054368,69,804,0.776950406379376,0.0982,500,0.862
85,347.4652538011413,0.9076616499696463,63,759,0.7746195551602378,0.1321,500,0.874
86,306.7558980919307,0.8956890720069935,71,962,0.7722956964947572,0.2491,500,0.858
87,323.1418476035624,0.9043561458560833,65,880,0.7699788094052729,0.2489,500,0.87
88,300.25531754288477,0.8830108320301231,80,995,0.767668872977057,0.1726,500,0.84
89,347.0199865532765,0.9132910260035744,59,761,0.7653658663581259,0.1684,500,0.882
90,352.0826824584219,0.9105039858877056,61,736,0.7630697687590515,0.0601,500,0.878
91,357.46357797469943,0.917689300179968,56,709,0.7607805594527743,0.0827,500,0.888
92,308.67503948306774,0.8845332650491535,79,953,0.7584982177744161,0.1382,500,0.842
93,318.07048287957787,0.9098786739933568,61,905,0.7562227231210928,0.2633,500,0.878
94,352.0400556010827,0.9119239543510801,60,736,0.7539540549517295,0.1465,500,0.88
95,327.38301511063247,0.8876965610037791,77,860,0.7516921927868743,0.0378,500,0.846
96,331.5262477170903,0.914363058308704,58,838,0.7494371162085136,0.2558,500,0.884
97,343.46457545525175,0.9061463220929263,64,779,0.747188804859888,0.0663,500,0.872
98,326.3187436964929,0.9100508662243169,61,864,0.7449472384453084,0.2783,500,0.878
99,366.9412305479025,0.9164496522080687,57,662,0.7427123967299725,0.0123,500,0.886
100,366.4551440076259,0.9277169159333488,49,664,0.7404842595397826,0.0974,500,0.902
101,339.1275295302221,0.9019581630227855,67,801,0.7382628067611632,0.0512,500,0.866
102,332.12360895318744,0.9115033775099232,60,835,0.7360480183408797,0.2636,500,0.88
103,324.7477820429647,0.8933438901905264,73,873,0.7338398742858571,0.0887,500,0.854
104,326.96346219259766,0.9058244660037152,64,861,0.7316383546629995,0.2234,500,0.872
105,317.8578201237704,0.8903203371042527,75,907,0.7294434395990105,0.15,500,0.85
106,315.9586719262655,0.8861182263532703,78,917,0.7272551092802134,0.0454,500,0.844
107,341.42816594927444,0.9103897779924416,61,789,0.7250733439523728,0.1597,500,0.878
108,331.2874027075418,0.8975591536271025,70,840,0.7228981239205157,0.1093,500,0.86
109,329.17275926408485,0.9058648815451776,64,850,0.7207294295487541,0.2061,500,0.872
110,313.6942642565289,0.9027568798023599,66,927,0.7185672412601078,0.2695,500,0.868
111,324.3382695349314,0.9043427689814976,65,874,0.7164115395363275,0.208,500,0.87
112,326.01383752927256,0.9016730725932657,67,866,0.7142623049177186,0.1957,500,0.866
113,370.770243415589,0.9165364045247504,57,643,0.7121195180029655,0.0382,500,0.886
114,343.2118796432504,0.9089576826339647,62,780,0.7099831594489566,0.2138,500,0.876
115,310.32578460808554,0.8803135517151056,82,945,0.7078532099706097,0.0163,500,0.836
116,357.68951529664986,0.9191281156767216,55,708,0.7057296503406979,0.116,500,0.89
117,296.5178522015479,0.8869811361051215,77,1013,0.7036124613896758,0.2362,500,0.846
118,326.3324742994438,0.9086052971192784,62,864,0.7015016240055068,0.2147,500,0.876
119,323.3253207062283,0.9029232808468032,66,879,0.6993971191334902,0.251,500,0.868
120,338.96428410761945,0.9102593458925231,61,801,0.6972989277760897,0.1894,500,0.878
121,357.67721404097676,0.9148518268622192,58,708,0.6952070309927615,0.0975,500,0.884
122,363.0564994024534,0.9219992522535424,53,681,0.6931214098997832,0.1142,500,0.894
123,350.78501907352927,0.9217613952556417,53,742,0.6910420456700839,0.1688,500,0.894
124,352.5016312108149,0.9244504498822032,51,733,0.6889689195330736,0.2337,500,0.898
125,336.1613083687144,0.9144033459469552,58,815,0.6869020127744744,0.1584,500,0.884
126,343.76470997963764,0.9117072180805345,60,777,0.684841306736151,0.2094,500,0.88
127,341.30444453796196,0.9172863547209119,56,789,0.6827867828159425,0.2324,500,0.888
128,341.349816025289,0.8991683711946575,69,790,0.6807384224674947,0.0302,500,0.862
129,362.5644383451545,0.9232437955182224,52,683,0.6786962072000923,0.1847,500,0.896
130,356.3060189758985,0.912068371214256,60,715,0.676660118578492,0.1253,500,0.88
131,350.6420602182846,0.9133128500260992,59,743,0.6746301382227565,0.159,500,0.882
132,369.4445694423867,0.9262914117940048,50,649,0.6726062478080883,0.1125,500,0.9
133,391.8182888132885,0.9392359900674639,41,537,0.6705884290646641,0.1204,500,0.918
134,326.9893017836589,0.9087232818451135,62,861,0.66857666377747,0.2265,500,0.876
135,360.9831872817248,0.9247019080123137,51,691,0.6665709337861376,0.1902,500,0.898
136,342.33199462176225,0.9144505461805073,58,784,0.6645712209847792,0.1905,500,0.884
137,366.2148452308996,0.9275936206709376,49,665,0.6625775073218249,0.1073,500,0.902
138,329.7510100049709,0.904457424245032,65,847,0.6605897747998594,0.2663,500,0.87
139,342.2981676607873,0.9158367227863343,57,784,0.6586080054754598,0.252,500,0.886
140,339.9507182530494,0.9144849787023536,58,796,0.6566321814590335,0.235,500,0.884
141,310.58136883334896,0.8886770085624783,76,943,0.6546622849146564,0.1927,500,0.848
142,377.3104948781496,0.9250433169900527,51,610,0.6526982980599124,0.0642,500,0.898
143,352.5060399371615,0.9091708673154032,62,734,0.6507402031657327,0.0435,500,0.876
144,369.69993141194936,0.9206836362911809,54,648,0.6487879825562355,0.0201,500,0.892
145,345.56808109710926,0.9216604665363295,53,768,0.6468416186085668,0.2156,500,0.894
146,373.2318259617708,0.9277285009821583,49,630,0.6449010937527411,0.1441,500,0.902
147,348.60175379179555,0.91321601965896,59,753,0.6429663904714829,0.1597,500,0.882
148,352.4612140614098,0.9119555067155872,60,734,0.6410374913000684,0.142,500,0.88
149,321.5684043476143,0.900160497862232,68,888,0.6391143788261682,0.2465,500,0.864
150,345.5633097756709,0.9202133619653375,54,768,0.6371970356896897,0.2262,500,0.892
151,347.34339670153446,0.9006402429237649,68,760,0.6352854445826206,0.0009,500,0.864
152,362.55890713329325,0.9107560195516815,61,684,0.6333795882488727,0.0014,500,0.878
153,351.16679786933577,0.9188716022223057,55,740,0.6314794494841262,0.2139,500,0.89
154,348.4866906656091,0.9258242103177967,50,753,0.6295850111356738,0.2611,500,0.9
155,352.9259357269328,0.9231291069292656,52,731,0.6276962561022668,0.2211,500,0.896
156,364.6444321748984,0.9219232198088032,53,673,0.62581316733396,0.1595,500,0.894
157,337.1581710064115,0.9145037306803792,58,810,0.623935727831958,0.2666,500,0.884
158,361.0851906648787,0.9191628362982656,55,691,0.6220639206484622,0.1284,500,0.89
159,336.971506333503,0.9116393134147072,60,811,0.6201977288865168,0.1947,500,0.88
160,369.5763398750349,0.9151098452797887,58,649,0.6183371356998573,0.0028,500,0.884
161,320.99605049350225,0.9001008813816063,68,891,0.6164821242927577,0.1456,500,0.864
162,361.60395649276467,0.9233016189784111,52,688,0.6146326779198794,0.1514,500,0.896
163,384.4744111663236,0.9321243402314865,46,574,0.6127887798861198,0.0953,500,0.908
164,371.4453957273732,0.9234484689807951,52,639,0.6109504135464614,0.159,500,0.896
165,387.3147747160479,0.9504048211805616,33,559,0.609117562305822,0.2216,500,0.934
166,385.7547191352086,0.9266302616268208,50,568,0.6072902096189046,0.0096,500,0.9
167,361.7788974368235,0.9079400194719487,63,688,0.6054683389900478,0.0038,500,0.874
168,351.726210572487,0.9230754100696225,52,737,0.6036519339730777,0.2063,500,0.896
169,381.95012206013206,0.9237071568935376,52,587,0.6018409781711584,0.002,500,0.896
170,340.9165399683798,0.9129826095037568,59,791,0.6000354552366449,0.2237,500,0.882
171,304.24707243168103,0.8983284314988207,69,974,0.598235348870935,0.2659,500,0.862
172,373.35062721634665,0.9347278922166223,44,629,0.5964406428243222,0.1942,500,0.912
173,350.40947146392523,0.9313976506807232,46,743,0.5946513208958493,0.279,500,0.908
174,348.07206850014,0.9062127227275248,64,756,0.5928673669331617,0.0939,500,0.872
175,379.5427267784622,0.9236837326407615,52,599,0.5910887648323622,0.0115,500,0.896
176,381.22974527720197,0.9320500996352256,46,590,0.5893154985378651,0.087,500,0.908
177,380.5330116081182,0.940414549013296,40,593,0.5875475520422515,0.1945,500,0.92
178,364.2329633244535,0.9233428681484879,52,675,0.5857849093861247,0.1228,500,0.896
179,361.53250040865595,0.9245603071268,51,688,0.5840275546579663,0.1692,500,0.898
180,362.32914406864467,0.9260490116383792,50,684,0.5822754719939924,0.2293,500,0.9
181,376.6516511549973,0.9235120200195935,52,613,0.5805286455780104,0.0916,500,0.896
182,360.00468634323886,0.9204276353430912,54,696,0.5787870596412764,0.1582,500,0.892
183,386.7668581653023,0.9266241495246208,50,563,0.5770506984623526,0.0217,500,0.9
184,360.73781436506647,0.9134852035694128,59,693,0.5753195463669655,0.0275,500,0.882
185,357.13103168083694,0.9274074751507247,49,710,0.5735935877278646,0.2485,500,0.902
186,375.07258577648895,0.9263931724262847,50,621,0.571872806964681,0.113,500,0.9
187,372.42674393113384,0.9305278597842849,47,634,0.5701571885437869,0.1339,500,0.906
188,359.06053530608835,0.9329942264952735,45,700,0.5684467169781556,0.235,500,0.91
189,380.1358998422756,0.9279448853900224,49,596,0.5667413768272211,0.0362,500,0.902
190,362.65871715486446,0.9162949963943873,57,683,0.5650411526967395,0.1354,500,0.886
191,363.76356113302216,0.9289138749802368,48,677,0.5633460292386493,0.1596,500,0.904
192,348.9411034223972,0.9216357942238033,53,751,0.5616559911509333,0.1979,500,0.894
193,386.75342466898354,0.9280528218031887,49,563,0.5599710231774805,0.0363,500,0.902
194,383.0691909798041,0.934935765393016,44,581,0.5582911101079481,0.1031,500,0.912
195,392.93040337834907,0.9490630609825648,34,531,0.5566162367776242,0.209,500,0.932
196,391.29013664112813,0.937964277764744,42,540,0.5549463880672914,0.0682,500,0.916
197,370.2924673759484,0.9206941003485231,54,645,0.5532815489030894,0.0769,500,0.892
198,359.48384626215176,0.9177298110944336,56,699,0.5516217042563801,0.0893,500,0.888
199,374.2181188546356,0.9305495249162752,47,625,0.549966839143611,0.1585,500,0.906
200,365.00794547353496,0.9289957313688767,48,671,0.5483169386261801,0.1935,500,0.904
201,369.7980227575924,0.92766203676456,49,647,0.5466719878103016,0.197,500,0.902
202,365.6182364528086,0.9429508033276895,38,667,0.5450319718468707,0.2963,500,0.924
203,366.78195002433074,0.9247697789732177,51,662,0.5433968759313301,0.1815,500,0.898
204,371.54777626421253,0.9207744203871376,54,639,0.5417666853035361,0.0981,500,0.892
205,374.0450046132324,0.9416389318790416,39,625,0.5401413852476254,0.2415,500,0.922
206,350.1284189935215,0.9216567231291568,53,745,0.5385209610918825,0.2514,500,0.894
207,383.50152503505103,0.9446653327155103,37,578,0.5369053982086068,0.2067,500,0.926
208,393.52899253556467,0.9365770456795376,43,529,0.535294682013981,0.0636,500,0.914
209,390.5365588662774,0.9308791574880929,47,544,0.5336887979679391,0.0166,500,0.906
210,372.32870826314723,0.9332254590340208,45,634,0.5320877315740353,0.1945,500,0.91
211,378.60406422882306,0.9319443407207904,46,603,0.5304914683793133,0.1532,500,0.908
212,384.5853796527593,0.9348592211874608,44,573,0.5288999939741753,0.1847,500,0.912
213,356.7251790593906,0.9217139711295186,53,712,0.5273132939922528,0.2519,500,0.894
214,356.08887003067946,0.9258732986069249,50,715,0.525731354110276,0.2622,500,0.9
215,367.8296765115733,0.9233795393308879,52,657,0.5241541600479452,0.1224,500,0.896
216,365.9604784339849,0.9289681158748816,48,666,0.5225816975678014,0.2053,500,0.904
217,377.55874105641203,0.934739188487528,44,608,0.521013952475098,0.1483,500,0.912
218,372.948456264383,0.9165281803661856,57,632,0.5194509106176727,0.0122,500,0.886
219,357.8909132246318,0.9273615227344576,49,706,0.5178925578858197,0.2696,500,0.902
220,369.31800927635425,0.9303378112920705,47,649,0.5163388802121622,0.2161,500,0.906
221,352.0155288475581,0.9285938100092881,48,735,0.5147898635715258,0.293,500,0.904
222,361.3067408064125,0.9134931076326848,59,690,0.5132454939808112,0.0717,500,0.882
223,384.1067686764986,0.9475331418957104,35,575,0.5117057574988688,0.2245,500,0.93
224,363.1082858775811,0.9331100669855904,45,680,0.5101706402263723,0.2253,500,0.91
225,365.02453580147255,0.9415357316027201,39,670,0.5086401283056932,0.2418,500,0.922
226,407.690082737983,0.948028791115304,35,458,0.5071142079207761,0.0361,500,0.93
227,361.6567518338978,0.9372938434801311,42,687,0.5055928652970137,0.2738,500,0.916
228,378.1221505544609,0.9417972685940288,39,605,0.5040760867011227,0.1946,500,0.922
229,371.68283175427655,0.9459337797661488,36,637,0.5025638584410194,0.2946,500,0.928
230,392.5827526591775,0.942064789903432,39,533,0.5010561668656963,0.1701,500,0.922
231,371.30117445573364,0.9345967560944224,44,639,0.49955299836509925,0.219,500,0.912
232,383.7537152721338,0.9418974924228385,39,577,0.49805433937000393,0.1926,500,0.922
233,388.22761629667536,0.9392269650589905,41,555,0.4965601763518939,0.1001,500,0.918
234,392.9763454638527,0.9491260365011888,34,531,0.49507049582283824,0.1843,500,0.932
235,358.4054300788419,0.9385945151439792,41,703,0.49358528433536975,0.2552,500,0.918
236,401.8962145977549,0.9408815573047695,40,487,0.49210452848236363,0.0257,500,0.92
237,369.43123513110606,0.9219890115836271,53,649,0.49062821489691655,0.1237,500,0.894
238,378.4701356260305,0.9278196994424384,49,604,0.4891563302522258,0.1007,500,0.902
239,376.4146782390687,0.945828563762248,36,613,0.48768886126146915,0.2657,500,0.928
240,388.2650689292066,0.935015700569424,44,555,0.48622579467768473,0.0518,500,0.912
241,386.46631867123625,0.9321479568455152,46,564,0.4847671172936517,0.0744,500,0.908
242,384.3316597007439,0.941851637305608,39,574,0.4833128159417707,0.1579,500,0.922
243,336.9809242688055,0.9088336822384416,62,811,0.4818628774939454,0.1643,500,0.876
244,377.7941771455502,0.948663731436184,34,606,0.48041728886146357,0.2844,500,0.932
245,373.0957201166721,0.9416957322013695,39,630,0.4789760369948792,0.2623,500,0.922
246,365.3288432976718,0.9150002440570241,58,670,0.47753910888389456,0.0394,500,0.884
247,385.3991490091801,0.9405422925048176,40,569,0.4761064915572429,0.1807,500,0.92
248,374.1904446277341,0.9347935556129087,44,625,0.4746781720825711,0.1883,500,0.912
249,361.0718250628173,0.9344419066964817,44,690,0.4732541375663234,0.292,500,0.912
250,360.4441291582779,0.919096562717136,55,694,0.4718343751536244,0.1369,500,0.89
251,345.22652105496394,0.928518738420368,48,769,0.47041887202816357,0.2902,500,0.904
252,368.8682096892136,0.9234742921406687,52,652,0.4690076154120791,0.1284,500,0.896
253,377.0745566582497,0.9292137158928192,48,611,0.46760059256584285,0.0822,500,0.904
254,377.6981469665793,0.9431498438198048,38,607,0.4661977907881453,0.2325,500,0.924
255,362.596735695918,0.9233144511077471,52,683,0.4647991974157809,0.1869,500,0.896
256,359.11364596089925,0.9302684669291552,47,700,0.46340479982353355,0.2641,500,0.906
257,348.279278106635,0.925800242764248,50,754,0.46201458542406293,0.2648,500,0.9
258,400.57161202590623,0.9395621023872239,41,494,0.4606285416677907,0.0099,500,0.918
259,384.2848268828925,0.9488751877168689,34,574,0.45924665604278736,0.193,500,0.932
260,397.995685269112,0.9478229656701007,35,506,0.457868916074659,0.1643,500,0.93
261,398.8294614363764,0.9407299098665296,40,502,0.45649530932643506,0.057,500,0.92
262,345.4035399375955,0.9299365615923822,47,768,0.45512582339845575,0.2783,500,0.906
263,401.27216375257893,0.9575813980142256,28,489,0.45376044592826037,0.2361,500,0.944
264,383.8730739202189,0.9488938130808928,34,576,0.4523991645904756,0.2712,500,0.932
265,385.00652830462917,0.9363404368564193,43,571,0.45104196709670413,0.1234,500,0.914
266,386.14240020669524,0.946190548898192,36,565,0.449688841195414,0.1921,500,0.928
267,396.74753153334063,0.9505667092000336,33,512,0.4483397746718278,0.2018,500,0.934
268,378.5460637107004,0.9361724996550159,43,603,0.4469947553478123,0.2168,500,0.914
269,384.80114442979834,0.9391722772047505,41,572,0.44565377108176885,0.1646,500,0.918
270,367.400518510809,0.9247725641537711,51,659,0.44431680976852356,0.1642,500,0.898
271,406.8245463543,0.9479175583308783,35,462,0.44298385933921797,0.0905,500,0.93
272,393.816071717642,0.9545299718941167,30,526,0.4416549077612003,0.2605,500,0.94
273,361.1911996242626,0.9400167230472752,40,689,0.4403299430379167,0.2885,500,0.92
274,402.6884835957872,0.9394504535601903,41,483,0.43900895320880295,0.0406,500,0.918
275,382.55439062475233,0.9418898768939936,39,583,0.43769192634917653,0.1479,500,0.922
276,386.42878869935777,0.9349351561120336,44,564,0.436378850570129,0.1166,500,0.912
277,376.3412301999885,0.9347192836795457,44,614,0.4350697140184186,0.202,500,0.912
278,417.8092041126136,0.9550776549018143,30,407,0.43376450487636337,0.0609,500,0.94
279,377.26796770413216,0.9402706756460608,40,609,0.43246321136173427,0.2092,500,0.92
280,387.9348147147787,0.9447333649334175,37,556,0.43116582172764906,0.1599,500,0.926
281,411.2741241238172,0.9480234786109328,35,440,0.42987232426246613,0.049,500,0.93
282,381.69175876048723,0.9321456528930766,46,588,0.42858270728967873,0.0536,500,0.908
283,397.1505504114631,0.9352219084867968,44,511,0.4272969591678097,0.0029,500,0.912
284,391.4365346893861,0.9364121170244607,43,539,0.4260150682903063,0.1037,500,0.914
285,407.5222282317736,0.9424058468075583,39,459,0.4247370230854354,0.0308,500,0.922
286,411.7037847872114,0.94521765452488,37,438,0.4234628120161791,0.0328,500,0.926
287,377.40017407902576,0.9472813316221423,35,608,0.42219242358013054,0.2863,500,0.93
288,403.26540062628595,0.9408440218868336,40,480,0.4209258463093902,0.0197,500,0.92
289,418.51884761236175,0.9524227755020336,32,404,0.419663068770462,0.0279,500,0.936
290,422.681037710262,0.9552801510634384,30,383,0.4184040795641506,0.0322,500,0.94
291,387.19204937004764,0.9391613960330273,41,560,0.41714886732545814,0.136,500,0.918
292,392.7921812968356,0.9377786774180208,42,532,0.41589742072348174,0.1247,500,0.916
293,385.3695907033013,0.9405049170405856,40,569,0.4146497284613113,0.1778,500,0.92
294,412.89207096554907,0.9648128862044544,23,431,0.41340577927592737,0.2069,500,0.954
295,370.2696529460194,0.9373803403914976,42,644,0.41216556193809956,0.2461,500,0.916
296,366.3938812583012,0.9386106430918,41,663,0.41092906525228523,0.2844,500,0.918
297,401.6258690003658,0.9617929812328191,25,487,0.40969627805652836,0.2924,500,0.95
298,389.29246672225725,0.9461147715893744,36,549,0.40846718922235875,0.2269,500,0.928
299,411.15016099671567,0.9467715429551457,36,441,0.40724178765469166,0.0687,500,0.928
300,346.48890315959267,0.9354013295811744,43,762,0.4060200622917276,0.3312,500,0.914
301,389.13904507508767,0.9475937170906736,35,550,0.4048020021048524,0.1793,500,0.93
302,297.04673596019177,0.9315912147228975,45,1008,0.40358759609853784,0.52,500,0.91
303,416.2940312017449,0.9620040867742591,25,414,0.4023768333102422,0.1677,500,0.95
304,364.842792907536,0.9315796663350463,46,671,0.4011697028103115,0.2699,500,0.908
305,394.57562931534795,0.943485333636824,38,523,0.3999661937018806,0.1175,500,0.924
306,396.0893378930526,0.9518441171399712,32,515,0.39876629512077494,0.2094,500,0.936
307,321.8872259343685,0.9460703203252383,35,884,0.3975699962354126,0.4893,500,0.93
308,394.96874624727826,0.9462974299116399,36,521,0.3963772862467064,0.1641,500,0.928
309,421.7099833762209,0.9538734630580016,31,388,0.39518815438796623,0.0159,500,0.938
310,253.29159256789984,0.9264101548417184,48,1226,0.3940025899248023,0.5924,500,0.904
311,388.71801276304114,0.9265361480797776,50,553,0.3928205821550279,0.0057,500,0.9
312,389.0629284818799,0.9350342613470304,44,551,0.39164212040856283,0.079,500,0.912
313,319.8448959758249,0.9459821912929839,35,894,0.39046719404733715,0.5297,500,0.93
314,347.26673047121744,0.9495596661765184,33,758,0.38929579246519513,0.4194,500,0.934
315,345.89480055938634,0.9563928175050784,28,764,0.38812790508779954,0.4606,500,0.944
316,409.96946776796915,0.95639128616272,29,446,0.38696352137253615,0.1214,500,0.942
317,334.2982259397983,0.9310264486030192,46,823,0.38580263080841853,0.3702,500,0.908
318,328.0617779620056,0.954582032597064,29,853,0.3846452229159933,0.5269,500,0.942
319,325.29125267563927,0.9447480474155584,36,867,0.3834912872472453,0.45,500,0.928
320,355.7218807232401,0.9593186740690735,26,715,0.3823408133855036,0.4566,500,0.948
321,360.21575827240093,0.9357762433664959,43,694,0.38119379094534706,0.3129,500,0.914
322,422.3485323306704,0.9525182313427729,32,385,0.380050209572511,0.0056,500,0.936
323,399.75324871953177,0.9520436061768928,32,497,0.3789100589437935,0.2061,500,0.936
324,372.316107115158,0.9332157317589935,45,634,0.3777733287669621,0.2128,500,0.91
325,370.5459370394559,0.9499304830116064,33,642,0.37664000878066123,0.3769,500,0.934
