Episode,Reward,Avg_QoS,Drops,Retries,Epsilon,EDF_Episode
45,-88.6590068654692,0.9439298449100926,1,11,0.8735386475474635,0.0735
46,-94.656958864394,0.8961622835580572,1,11,0.8709180316048211,0.0628
47,-90.44704502262023,0.9578479979754222,1,19,0.8683052775100066,0.2156
48,-94.04494888764303,0.92625279763384,1,14,0.8657003616774767,0.2848
49,-91.0074240042752,0.92723199855968,1,10,0.8631032605924442,0.1921
50,-96.0017920012544,0.85559039772352,1,10,0.860513950810667,0.0124
51,-90.66447279486339,0.9332232709453091,1,11,0.857932408958235,0.1031
52,-99.0005120002816,0.6396159947952,1,10,0.8553586117313603,0.0904
53,-99.0020480012288,0.6388479943216,1,10,0.8527925358961662,0.1494
54,-182.18468655433344,0.9567368865240444,1,29,0.8502341582884777,0.2444
55,-98.0025600015104,0.7590613290442666,1,10,0.8476834558136123,0.0641
56,-99.84224580274363,0.9258319977796801,1,17,0.8451404054461714,0.1788
57,-95.04392488502828,0.9181724422872001,1,14,0.8426049842298329,0.2798
58,-100.0,0.279743989872,1,10,0.8400771692771434,0.1066
59,-96.73566672583554,0.8783519973949333,1,12,0.837556937769312,0.2557
60,-100.0,0.279743989872,1,10,0.835044266956004,0.011
61,-103.45297577960055,0.8175519961568001,1,14,0.8325391341551359,0.2746
62,-99.0020480012288,0.6388479943216,1,10,0.8300415167526705,0.2691
63,-99.000256000128,0.6397439948720001,1,10,0.8275513922024125,0.2312
64,-105.34541601327125,0.9071479972519,1,20,0.8250687380258053,0.263
65,-93.04645732331528,0.9327476342029093,1,14,0.8225935318117279,0.2325
66,-91.6579828637028,0.9272111985597599,1,11,0.8201257512162927,0.184
67,-117.44330486584448,0.9249039973321599,1,21,0.8176653739626438,0.0102
68,-99.65286286081,0.6386159942452,1,11,0.8152123778407558,0.0512
69,-99.0020480012288,0.6388479943216,1,10,0.8127667407072335,0.2943
70,-95.6579828641124,0.8786853308646667,1,11,0.8103284404851119,0.1027
71,-97.73182672350595,0.85479039733984,1,12,0.8078974551636565,0.184
72,-99.0005120002816,0.6396159947952,1,10,0.8054737627981655,0.2913
73,-98.65590729868994,0.7583946623871999,1,11,0.803057341509771,0.2333
74,-98.0007680004096,0.7596586631541333,1,10,0.8006481694852418,0.0393
75,-98.51266584658852,0.8785733308393332,1,13,0.798246224976786,0.1455
76,-100.0,0.279743989872,1,10,0.7958514863018556,0.0474
77,-98.6533748610916,0.7589066627362667,1,11,0.79346393184295,0.142
78,-100.0,0.279743989872,1,10,0.7910835400474212,0.1701
79,-84.71040031074975,0.9623991985043601,1,15,0.7887102894272789,0.0453
80,-96.0030720018944,0.8553343975955199,1,10,0.7863441585589971,0.2766
81,-99.000256000128,0.6397439948720001,1,10,0.78398512608332,0.0909
82,-100.0,0.279743989872,1,10,0.7816331707050701,0.2994
83,-97.0015360008448,0.8195519971864,1,10,0.7792882711929549,0.1729
84,-179.97235459632213,0.9423323057307077,1,21,0.776950406379376,0.0108
85,-101.50998253130882,0.7577439955386667,1,13,0.7746195551602378,0.2169
86,-101.46109344562949,0.7569066616362666,1,14,0.7722956964947572,0.1885
87,-87.66643087079754,0.94740456995,1,11,0.7699788094052729,0.0171
88,-96.31133016101033,0.8783519973782666,1,12,0.767668872977057,0.0679
89,-100.0,0.279743989872,1,10,0.7653658663581259,0.2187
90,-100.52031772712773,0.8172839958831999,1,13,0.7630697687590515,0.2938
91,-94.00921600547841,0.8957897118806857,1,10,0.7607805594527743,0.0598
92,-97.6569588632676,0.8182839965082,1,11,0.7584982177744161,0.239
93,-100.0,0.279743989872,1,10,0.7562227231210928,0.2804
94,-95.93276217925948,0.9378133312337332,1,18,0.7539540549517295,0.2263
95,-99.0020480012288,0.6388479943216,1,10,0.7516921927868743,0.0164
96,-97.73599484539187,0.85386879681152,1,12,0.7494371162085136,0.1981
97,-97.0015360008448,0.8195519972568,1,10,0.747188804859888,0.1329
98,-82.6702708742996,0.9610433670406316,1,11,0.7449472384453084,0.073
99,-96.6541428615012,0.8551903975598399,1,11,0.7427123967299725,0.1661
100,-94.6551668620644,0.8964182838725714,1,11,0.7404842595397826,0.29
101,-96.38545758475114,0.8958102835546286,1,13,0.7382628067611632,0.2809
102,-99.000256000128,0.6397439948720001,1,10,0.7360480183408797,0.0027
103,-159.994571484754,0.9766695744458181,1,21,0.7338398742858571,0.008
104,-186.97104703179565,0.8754373292628,1,21,0.7316383546629995,0.1609
105,-84.97147852106578,0.9588417763489776,1,13,0.7294434395990105,0.1963
106,-100.76254150352456,0.9076679972913999,1,16,0.7272551092802134,0.2841
107,-123.59445808185598,0.9258575978468802,1,17,0.7250733439523728,0.0107
108,-93.65949130073794,0.908949998104,1,11,0.7228981239205157,0.0108
109,-100.0,0.279743989872,1,10,0.7207294295487541,0.0212
110,-89.30236530490514,0.9619351980865198,1,19,0.7185672412601078,0.1918
111,-95.6564468631652,0.8789413310225332,1,11,0.7164115395363275,0.0333
112,-96.006656003968,0.8546175971807999,1,10,0.7142623049177186,0.1351
113,-91.35409253770646,0.9467085695681142,1,16,0.7121195180029655,0.1662
114,-93.77739445543268,0.9381466647503999,1,16,0.7099831594489566,0.0356
115,-99.0020480012288,0.6388479943216,1,10,0.7078532099706097,0.2299
116,-99.65286286081,0.6386159942452,1,11,0.7057296503406979,0.2054
117,-115.33477738859443,0.8528831963904,1,16,0.7036124613896758,0.2075
118,-96.65551278953859,0.8548831973903999,1,11,0.7015016240055068,0.1763
119,-130.58780207799037,0.7550773275386667,1,17,0.6993971191334902,0.036
120,-91.00177303270422,0.9503839983217066,1,17,0.6972989277760897,0.2566
121,-85.28345919102622,0.9605279983504422,1,15,0.6952070309927615,0.2596
122,-96.00332800192,0.8552831975903998,1,10,0.6931214098997832,0.0518
123,-92.65884079145859,0.9190097761146667,1,11,0.6910420456700839,0.2657
124,-105.45195177903736,0.6356159925952,1,14,0.6889689195330736,0.1946
125,-90.6218923254875,0.9431729212904615,1,14,0.6869020127744744,0.1764
126,-98.0010240005632,0.7595733297696,1,10,0.684841306736151,0.1586
127,-99.0005120002816,0.6396159947952,1,10,0.6827867828159425,0.1828
128,-96.0017920009728,0.8555903977798399,1,10,0.6807384224674947,0.0067
129,-98.73157072337794,0.8185519967068,1,12,0.6786962072000923,0.0584
130,-84.42546495223924,0.9732005496073931,1,24,0.676660118578492,0.1543
131,-91.6584948656732,0.9271599983627199,1,11,0.6746301382227565,0.0104
132,-90.66307530330141,0.9334559984302544,1,11,0.6726062478080883,0.0831
133,-77.673086877782,0.9690419988132666,1,11,0.6705884290646641,0.0308
134,-88.40030559818953,0.9503882647629333,1,13,0.66857666377747,0.1001
135,-95.3108457246408,0.8956571405840001,1,12,0.6665709337861376,0.1151
136,-89.13984097498276,0.9708215370096306,1,21,0.6645712209847792,0.11
137,-92.38904158682475,0.9333716348008,1,13,0.6625775073218249,0.0464
138,-98.38596958513514,0.85403199665392,1,13,0.6605897747998594,0.1954
139,-92.31491416401249,0.92665279816328,1,12,0.6586080054754598,0.1788
140,-84.32822617176582,0.9585119985387112,1,12,0.6566321814590335,0.071
141,-100.0,0.279743989872,1,10,0.6546622849146564,0.0405
142,-95.20628763717892,0.9427150750807386,1,18,0.6526982980599124,0.2561
143,-93.658750864522,0.9089179980973,1,11,0.6507402031657327,0.1694
144,-99.0005120002816,0.6396159947952,1,10,0.6487879825562355,0.1703
145,-99.0005120002816,0.6396159947952,1,10,0.6468416186085668,0.1349
146,-94.006144003584,0.8962285694697144,1,10,0.6449010937527411,0.1102
147,-100.0,0.279743989872,1,10,0.6429663904714829,0.0512
148,-91.88126221501929,0.9639718080028951,1,21,0.6410374913000684,0.0222
149,-88.25370858579507,0.9586906648075111,1,15,0.6391143788261682,0.0787
150,-98.38417758403435,0.85439039711984,1,13,0.6371970356896897,0.2437
151,-100.0,0.279743989872,1,10,0.6352854445826206,0.2975
152,-100.0,0.279743989872,1,10,0.6333795882488727,0.1665
153,-97.0015360008448,0.8195519972568,1,10,0.6314794494841262,0.1178
154,-95.12974929913838,0.9379799977337333,1,17,0.6295850111356738,0.2934
155,-100.38271370251547,0.7576586621208,1,13,0.6276962561022668,0.2673
156,-102.45159617743025,0.8539903969798399,1,14,0.62581316733396,0.0948
157,-94.0043520024832,0.8964845696086857,1,10,0.623935727831958,0.2835
158,-102.10599503918745,0.8776506637617333,1,15,0.6220639206484622,0.0831
159,-99.0005120002816,0.6396159947952,1,10,0.6201977288865168,0.2114
160,-86.05132132893124,0.9587306652340444,1,14,0.6183371356998573,0.0871
161,-107.99429625355162,0.9427113828017848,1,17,0.6164821242927577,0.0294
162,-96.65693129925313,0.8548319973196798,1,11,0.6146326779198794,0.0787
163,-89.35817789439281,0.95328999830855,1,16,0.6127887798861198,0.2182
164,-93.311869725204,0.9187306648360889,1,12,0.6109504135464614,0.1343
165,-109.3110684079343,0.7562399946029332,1,15,0.609117562305822,0.2933
166,-91.63527496396064,0.9558776454718587,1,18,0.6072902096189046,0.0864
167,-98.0025600015104,0.7590613294538665,1,10,0.6054683389900478,0.1595
168,-94.04341288495148,0.9264063980661599,1,14,0.6036519339730777,0.2679
169,-179.99520543990405,0.9423913826200001,1,21,0.6018409781711584,0.2355
170,-87.39399551719173,0.9538729987269999,1,13,0.6000354552366449,0.0406
171,-100.0,0.279743989872,1,10,0.598235348870935,0.1944
172,-92.96277451228498,0.9267855983062399,1,13,0.5964406428243222,0.0495
173,-94.3080297228744,0.9090519982317999,1,12,0.5946513208958493,0.1754
174,-98.0010240005632,0.7595733297696,1,10,0.5928673669331617,0.0244
175,-83.60069952057492,0.9738837313694398,1,26,0.5910887648323622,0.1664
176,-95.0056320033024,0.8790186644282666,1,10,0.5893154985378651,0.1092
177,-92.0069120039936,0.9192035539864888,1,10,0.5875475520422515,0.0126
178,-99.65286286081,0.6386159942452,1,11,0.5857849093861247,0.0135
179,-92.82476401401887,0.9431569210227078,1,15,0.5840275546579663,0.0495
180,-95.04011244663634,0.9184853313806222,1,14,0.5822754719939924,0.2991
181,-75.05214248308025,0.9774611751001646,1,21,0.5805286455780104,0.2564
182,-90.0048640026624,0.9340799988372364,1,10,0.5787870596412764,0.2168
183,-94.6569588631652,0.8961622837336,1,11,0.5770506984623526,0.0251
184,-91.39262558900074,0.9386253317193999,1,13,0.5753195463669655,0.2737
185,-99.65286286081,0.6386159935544,1,11,0.5735935877278646,0.2216
186,-94.005888003712,0.89626514088,1,10,0.571872806964681,0.2283
187,-96.0035840020736,0.8552319975596798,1,10,0.5701571885437869,0.1307
188,-95.39057758787435,0.9081939977199,1,13,0.5684467169781556,0.2301
189,-97.0015360008448,0.8195519972568,1,10,0.5667413768272211,0.2088
190,-100.0,0.279743989872,1,10,0.5650411526967395,0.2263
191,-98.0025600015104,0.7590613294538665,1,10,0.5633460292386493,0.265
192,-51.37264411799963,0.9866833886635527,1,23,0.5616559911509333,0.1635
193,-93.96226251172179,0.9187075537361777,1,13,0.5599710231774805,0.1016
194,-94.82792538199405,0.9329149071491636,1,15,0.5582911101079481,0.2068
195,-95.0040960023552,0.8792746645861333,1,10,0.5566162367776242,0.1095
196,-99.0005120002816,0.6396159947952,1,10,0.5549463880672914,0.0385
197,-99.000256000128,0.6397439948720001,1,10,0.5532815489030894,0.1578
198,-93.658750864522,0.9089179980973,1,11,0.5516217042563801,0.0499
199,-92.04376857042021,0.9385226648902667,1,14,0.549966839143611,0.1021
200,-93.6587508642404,0.9089179981325,1,11,0.5483169386261801,0.2729
201,-98.548242409914,0.9180177756029333,1,17,0.5466719878103016,0.2565
202,-95.6564468628836,0.8789413310694667,1,11,0.5450319718468707,0.1659
203,-84.14198218035747,0.967196520110748,1,17,0.5433968759313301,0.1924
204,-90.012544009856,0.9333818163650908,1,10,0.5417666853035361,0.0184
205,-94.9621725845036,0.9085779979567,1,13,0.5401413852476254,0.237
206,-91.09967118790686,0.9826834768993912,1,31,0.5385209610918825,0.1225
207,-98.0010240005632,0.7595733297696,1,10,0.5369053982086068,0.2881
208,-96.9596125843748,0.8785306639637334,1,13,0.535294682013981,0.2964
209,-92.0087040050944,0.9190044427217777,1,10,0.5336887979679391,0.0069
210,-95.95944651018578,0.8958834262542857,1,13,0.5320877315740353,0.2223
211,-92.6610548656228,0.9187822204086221,1,11,0.5304914683793133,0.0635
212,-95.002560001408,0.8795306647440001,1,10,0.5288999939741753,0.2934
213,-98.0007680004096,0.7596586631541333,1,10,0.5273132939922528,0.0585
214,-86.30897356397301,0.9744133319290401,1,21,0.525731354110276,0.179
215,-98.0025600015104,0.7590613294538665,1,10,0.5241541600479452,0.087
216,-89.0431844496546,0.9508863986594135,1,14,0.5225816975678014,0.0793
217,-90.81545890380909,0.9581351091557777,1,20,0.521013952475098,0.2008
218,-99.0005120002816,0.6396159947952,1,10,0.5194509106176727,0.1768
219,-99.73105872309634,0.7582399957029334,1,12,0.5178925578858197,0.2658
220,-146.50099857621296,0.9457519977231429,1,25,0.5163388802121622,0.2698
221,-97.6538868613732,0.8190519969818,1,11,0.5147898635715258,0.0468
222,-89.74206672982913,0.9433624600289231,1,12,0.5132454939808112,0.0381
223,-98.16706470834572,0.8953417118555429,1,14,0.5117057574988688,0.0873
224,-75.32808766691339,0.9723034062594665,1,12,0.5101706402263723,0.0333
225,-99.03608856736265,0.8539903966072,1,14,0.5086401283056932,0.2478
226,-99.0020480012288,0.6388479943216,1,10,0.5071142079207761,0.19
227,-89.59243022484033,0.95279699760215,1,17,0.5055928652970137,0.255
228,-115.75478410245051,0.941906459163323,1,23,0.5040760867011227,0.1777
229,-97.6569588632676,0.8182839965082,1,11,0.5025638584410194,0.1314
230,-94.006144003584,0.8962285694697144,1,10,0.5010561668656963,0.012
231,-90.14858206526573,0.9703581518444616,1,26,0.49955299836509925,0.2861
232,-99.81762356779892,0.8778639971606667,1,15,0.49805433937000393,0.0668
233,-83.9688285888044,0.9611562094396209,1,13,0.4965601763518939,0.0412
234,-100.0,0.279743989872,1,10,0.49507049582283824,0.0102
235,-93.38699358725914,0.92691359820928,1,13,0.49358528433536975,0.2636
236,-90.04600045037394,0.9471771413348572,1,14,0.49210452848236363,0.1972
237,-62.68092388924433,0.9856192580940147,1,21,0.49062821489691655,0.0511
238,-98.3062377219016,0.8185519967068,1,12,0.4891563302522258,0.1777
239,-93.69374330788153,0.9330079982371635,1,15,0.48768886126146915,0.2501
240,-90.5225024634758,0.9769468219925176,1,30,0.48622579467768473,0.2857
241,-109.99327225270682,0.932388361569818,1,17,0.4847671172936517,0.2119
242,-98.6533748610916,0.7589066627362667,1,11,0.4833128159417707,0.2578
243,-97.38801758636394,0.878018663648,1,13,0.4818628774939454,0.2635
244,-96.0035840020736,0.85523199755968,1,10,0.48041728886146357,0.2304
245,-100.38340958362474,0.7575733286696001,1,13,0.4789760369948792,0.24
246,-96.46826144987908,0.9079439975824,1,14,0.47753910888389456,0.0978
247,-96.65551278953859,0.8548831973903999,1,11,0.4761064915572429,0.2903
248,-97.003072001792,0.8191679970199999,1,10,0.4746781720825711,0.0891
249,-62.18497642129324,0.9890792894190984,1,55,0.4732541375663234,0.2893
250,-96.65693129925313,0.8548319973196798,1,11,0.4718343751536244,0.108
251,-93.17111363202437,0.9556752917500705,1,21,0.47041887202816357,0.2585
252,-97.6538868613732,0.8190519969818,1,11,0.4690076154120791,0.2061
253,-97.52185372825413,0.8953714260580572,1,13,0.46760059256584285,0.2927
254,-99.0005120002816,0.6396159947952,1,10,0.4661977907881453,0.2192
255,-103.92701864647341,0.916952886069422,1,20,0.4647991974157809,0.0509
256,-91.6569588633444,0.9273135985955999,1,11,0.46340479982353355,0.0527
257,-74.36487211360983,0.9755530310536,1,16,0.46201458542406293,0.1307
258,-97.6554228623204,0.8186679967449999,1,11,0.4606285416677907,0.2146
259,-91.6582388638564,0.9271855985443999,1,11,0.45924665604278736,0.0055
260,-79.42670296113081,0.9729820670248827,1,20,0.457868916074659,0.2152
261,-97.73669072650114,0.8538175967407999,1,12,0.45649530932643506,0.1277
262,-91.0092160056576,0.9270527984214401,1,10,0.45512582339845575,0.0653
263,-112.93037581483884,0.9372746643376666,1,22,0.45376044592826037,0.189
264,-100.0,0.279743989872,1,10,0.4523991645904756,0.1035
265,-97.6538868613732,0.8190519969818,1,11,0.45104196709670413,0.214
266,-194.32067461986043,0.9758860588282424,1,37,0.449688841195414,0.0797
267,-95.65744329953473,0.8789413310528,1,11,0.4483397746718278,0.203
268,-140.9550366084884,0.9662420850699825,1,29,0.4469947553478123,0.2632
269,-96.0020480011264,0.8555391977491199,1,10,0.44565377108176885,0.0967
270,-109.96595170606103,0.7550613272205333,1,16,0.44431680976852356,0.0354
271,-104.67593726985038,0.9374413308975332,1,21,0.44298385933921797,0.2764
272,-94.006144003584,0.8962285694294857,1,10,0.4416549077612003,0.0842
273,-100.0,0.279743989872,1,10,0.4403299430379167,0.2402
274,-97.03866637413773,0.8953782831592,1,14,0.43900895320880295,0.246
275,-93.41998480295689,0.9534529985067,1,17,0.43769192634917653,0.0109
276,-97.6554228623204,0.8186679966746,1,11,0.436378850570129,0.1672
277,-98.6533748610916,0.7589066627362667,1,11,0.4350697140184186,0.2149
278,-94.6569588631652,0.8961622837336,1,11,0.43376450487636337,0.119
279,-102.4897602243169,0.9075199973876,1,18,0.43246321136173427,0.2183
280,-91.93229890243093,0.9640670460153141,1,20,0.43116582172764906,0.2376
281,-190.9186934811414,0.9627215214807999,1,34,0.42987232426246613,0.227
282,-93.21024971846887,0.9723525696895426,1,29,0.42858270728967873,0.2721
283,-98.0025600015104,0.7590613294538665,1,10,0.4272969591678097,0.0793
284,-75.70449531612394,0.9742184818057379,1,15,0.4260150682903063,0.1127
285,-97.38494558446953,0.8785306641939999,1,13,0.4247370230854354,0.1731
286,-95.38596958503274,0.9087699980751001,1,13,0.4234628120161791,0.1848
287,-45.38387251478494,0.9886813319333778,1,32,0.42219242358013054,0.0764
288,-47.915958452696756,0.9888433958792657,1,32,0.4209258463093902,0.0636
289,-88.97828712292907,0.972982618985931,1,31,0.419663068770462,0.2898
290,-98.65295278802819,0.7589919957781333,1,11,0.4184040795641506,0.1552
291,-90.39134558830955,0.9434449216403075,1,13,0.41714886732545814,0.2381
292,-98.0025600015104,0.7590613294538665,1,10,0.41589742072348174,0.0047
293,-86.49948823212489,0.9687679988038665,1,18,0.4146497284613113,0.0758
294,-98.73285072417154,0.8182319965084,1,12,0.41340577927592737,0.1584
295,-82.66346096732316,0.9824910209334754,1,30,0.41216556193809956,0.0629
296,-92.62087361795562,0.9753212890828387,1,21,0.41092906525228523,0.1813
297,-96.82297200703566,0.9180924422531554,1,15,0.40969627805652836,0.2974
298,-95.002560001408,0.8795306647440001,1,10,0.40846718922235875,0.0348
299,-97.65795529991874,0.8182839964832,1,11,0.40724178765469166,0.2246
300,-150.11621906467883,0.9061359965883,1,22,0.4060200622917276,0.451
301,-100.0,0.279743989872,1,10,0.4048020021048524,0.3972
302,-97.49385622915369,0.9427741517719385,1,18,0.40358759609853784,0.3857
303,-79.70713460225006,0.970093438764,1,15,0.4023768333102422,0.0688
304,-99.0005120002816,0.6396159947952,1,10,0.4011697028103115,0.0613
305,-100.0,0.279743989872,1,10,0.3999661937018806,0.4467
306,-117.02081757611958,0.8157319949833999,1,17,0.39876629512077494,0.5606
307,-97.73208272365954,0.85473919730912,1,12,0.3975699962354126,0.4151
308,-151.60162020522563,0.9543811739876706,1,32,0.3963772862467064,0.5418
309,-97.6538868627548,0.8190519966364,1,11,0.39518815438796623,0.0903
310,-93.6574708634468,0.9090779982316999,1,11,0.3940025899248023,0.1874
311,-117.06841802276917,0.85233919598912,1,18,0.3928205821550279,0.3278
312,-101.58648186792128,0.9755029983938999,1,28,0.39164212040856283,0.2734
313,-94.85898845124001,0.9466822839474285,1,19,0.39046719404733715,0.1522
314,-98.0025600015104,0.7590613294538665,1,10,0.38929579246519513,0.1359
315,-100.0,0.279743989872,1,10,0.38812790508779954,0.5108
316,-97.38648158541675,0.8782746640361334,1,13,0.38696352137253615,0.1119
317,-88.42838603609977,0.9585822207170221,1,17,0.38580263080841853,0.2013
318,-90.32461460531587,0.9381519980429333,1,12,0.3846452229159933,0.2634
319,-99.0020480012288,0.6388479943216,1,10,0.3834912872472453,0.222
320,-141.03731779241383,0.9711881463065185,1,30,0.3823408133855036,0.2872
321,-113.52493127517627,0.9613703978408399,1,29,0.38119379094534706,0.5684
322,-104.53631184551975,0.9741739333697805,1,32,0.380050209572511,0.3346
323,-91.31696216459434,0.9331345436986908,1,12,0.3789100589437935,0.2545
324,-115.74847967935357,0.9419261516172307,1,23,0.3777733287669621,0.1132
325,-99.58229706434177,0.9171751073206222,1,19,0.37664000878066123,0.3082
326,-96.73259472422274,0.8788639976637334,1,12,0.37551008875431924,0.3028
327,-75.97599659794628,0.9723999989034666,1,13,0.37438355848805627,0.037
328,-96.73259472394113,0.8788639977106666,1,12,0.3732604078125921,0.1922
329,-92.96880102455954,0.9262991978919999,1,13,0.37214062658915437,0.0831
330,-100.46578073666369,0.8171679952496,1,14,0.3710242047093869,0.3677
331,-100.0,0.279743989872,1,10,0.3699111320952587,0.239
332,-100.0,0.279743989872,1,10,0.36880139869897294,0.1188
333,-93.65695886313961,0.9091419982701,1,11,0.367694994502876,0.0629
334,-97.41677429226954,0.9381079980043334,1,17,0.3665919095193674,0.4482
335,-80.76132360192605,0.9803695986425399,1,22,0.36549213379080925,0.0238
336,-91.66998730713794,0.92611039787136,1,11,0.3643956573894368,0.1201
337,-96.51336398695437,0.9457279971004,1,18,0.3633024704172685,0.2782
338,-121.69134747415953,0.9053919962349,1,26,0.3622125630060167,0.5992
339,-78.34637090181407,0.9783773318279558,1,25,0.3611259253169986,0.1569
340,-120.42826951078068,0.9228063960743199,1,32,0.3600425475410476,0.5796
341,-98.0010240005632,0.7595733297696,1,10,0.3589624198984244,0.1209
342,-92.61958832059055,0.9330501800254545,1,14,0.35788553263872913,0.2686
343,-92.25487160522563,0.9781439977907027,1,40,0.35681187604081294,0.5128
344,-68.0978383674945,0.9821225440050181,1,25,0.3557414404126905,0.1805
345,-99.0005120002816,0.6396159947952,1,10,0.35467421609145244,0.5702
346,-98.0010240005632,0.7595733297696,1,10,0.35361019344317807,0.268
347,-102.50587828781133,0.96149599791712,1,28,0.35254936286284855,0.5454
348,-115.49331092796947,0.8511903948635199,1,21,0.35149171477426,0.4766
349,-151.27888629553212,0.9588328394951157,1,32,0.3504372396299372,0.4324
350,-91.32242809488451,0.9326225434168727,1,12,0.3493859279110474,0.1684
351,-92.60513623144666,0.9796911979918199,1,38,0.34833777012731426,0.3683
352,-84.96507851384658,0.9591973323056,1,13,0.34729275681693234,0.0023
353,-96.0035840020736,0.85523199755968,1,10,0.3462508785464815,0.1777
354,-118.64529016732607,0.970609775151289,1,30,0.34521212591084205,0.3795
355,-112.23720863580213,0.9800319974297488,1,50,0.34417648953310953,0.4214
356,-99.0005120002816,0.6396159947952,1,10,0.3431439600645102,0.1658
357,-109.9973735368389,0.9735394963845749,1,47,0.34211452818431665,0.5965
358,-92.93077114728533,0.9823093310233832,1,50,0.3410881845997637,0.3946
359,-97.91657903727292,0.9169884413955555,1,16,0.3400649200459644,0.3277
360,-95.66358730332354,0.8779173304213335,1,11,0.3390447252858265,0.4369
361,-83.31345888304577,0.9685033317914332,1,19,0.33802759110996905,0.4224
362,-96.13354331724847,0.9172106638876445,1,15,0.3370135083366391,0.41
363,-86.32403026120099,0.9716159977109999,1,26,0.3360024678116292,0.2331
364,-95.00716800424959,0.8787626642704001,1,10,0.3349944604081943,0.2663
365,-106.10425234415706,0.9314981791424727,1,21,0.33398947702696974,0.5165
366,-94.655422862218,0.8963817124403428,1,11,0.3329875085958888,0.2643
367,-102.90787503084732,0.8153999947464001,1,16,0.33198854607010114,0.4895
368,-166.74400299597892,0.9717205694245713,1,23,0.33099258043189084,0.1034
369,-87.40046417862463,0.9706498447921845,1,24,0.32999960269059514,0.2675
370,-67.97015689421697,0.9822821803903454,1,22,0.32900960388252337,0.02
371,-99.0020480012288,0.6388479943216,1,10,0.3280225750708758,0.1728
372,-129.92226808382,0.9710896517103172,1,50,0.32703850734566314,0.5733
373,-98.65744329963714,0.7578826620714668,1,11,0.32605739182362614,0.3729
374,-98.65744329963714,0.7578826620714668,1,11,0.3250792196481553,0.0592
375,-100.0,0.279743989872,1,10,0.3241039819892108,0.112
376,-107.03144947662372,0.9161279966158222,1,20,0.32313167004324317,0.5141
377,-90.3134057260488,0.9389199985566666,1,12,0.32216227503311345,0.215
